"","","","edge_btw"
"7400","LaMarcus Aldridge","Dante Cunningham","26.5204018998012"
"7401","LaMarcus Aldridge","Lonnie Walker IV","41.6119703211065"
"7402","LaMarcus Aldridge","Donatas Motiejunas","31.8945558379828"
"7403","LaMarcus Aldridge","Quincy Pondexter","24.8649266780001"
"7404","LaMarcus Aldridge","Drew Eubanks","41.6119703211065"
"7405","LaMarcus Aldridge","Chimezie Metu","41.6119703211065"
"7406","LaMarcus Aldridge","Jamal Crawford","69.9219764663864"
"7407","LaMarcus Aldridge","Raymond Felton","67.8724945181936"
"7408","LaMarcus Aldridge","Jerryd Bayless","70.2479324261931"
"7409","LaMarcus Aldridge","Anthony Tolliver","61.2606634828944"
"7410","DeMar DeRozan","Rudy Gay","11.6048531153836"
"7411","DeMar DeRozan","Bryn Forbes","25.0485723923798"
"7412","DeMar DeRozan","Marco Belinelli","37.5621498117778"
"7413","DeMar DeRozan","Derrick White","30.1078810934478"
"7414","DeMar DeRozan","Patty Mills","16.1837310952075"
"7415","DeMar DeRozan","Davis Bertans","25.0485723923798"
"7416","DeMar DeRozan","Jakob Poeltl","6.63618116939117"
"7417","DeMar DeRozan","Pau Gasol","21.793724531336"
"7418","DeMar DeRozan","Dante Cunningham","36.3107853353482"
"7419","DeMar DeRozan","Lonnie Walker IV","37.988277326471"
"7420","DeMar DeRozan","Donatas Motiejunas","33.4128343152536"
"7421","DeMar DeRozan","Quincy Pondexter","34.2608814073437"
"7422","DeMar DeRozan","Drew Eubanks","37.988277326471"
"7423","DeMar DeRozan","Chimezie Metu","37.988277326471"
"7424","DeMar DeRozan","Alfonzo McKinnie","43.7499391691426"
"7425","DeMar DeRozan","Patrick Patterson","39.3673567167616"
"7426","DeMar DeRozan","Quincy Acy","71.1809315740673"
"7427","DeMar DeRozan","Jerryd Bayless","77.6673140678624"
"7428","Rudy Gay","Bryn Forbes","39.1151221928934"
"7429","Rudy Gay","Marco Belinelli","25.1799643191963"
"7430","Rudy Gay","Derrick White","43.6698196687099"
"7431","Rudy Gay","Patty Mills","19.9299820879497"
"7432","Rudy Gay","Davis Bertans","39.1151221928934"
"7433","Rudy Gay","Jakob Poeltl","22.7749345275397"
"7434","Rudy Gay","Pau Gasol","21.4235822266835"
"7435","Rudy Gay","Dante Cunningham","20.2189044953627"
"7436","Rudy Gay","Lonnie Walker IV","53.0515217086017"
"7437","Rudy Gay","Donatas Motiejunas","21.0365604089623"
"7438","Rudy Gay","Quincy Pondexter","25.8292032630507"
"7439","Rudy Gay","Drew Eubanks","53.0515217086017"
"7440","Rudy Gay","Chimezie Metu","53.0515217086017"
"7441","Rudy Gay","Anthony Tolliver","48.2372592893716"
"7442","Rudy Gay","DeMarcus Cousins","28.7532614111831"
"7443","Rudy Gay","Quincy Acy","40.0359764924007"
"7444","Rudy Gay","Eric Moreland","33.9903072225253"
"7445","Rudy Gay","Jimmer Fredette","37.7768214902686"
"7446","Rudy Gay","Patrick Patterson","43.4901730277185"
"7447","Bryn Forbes","Marco Belinelli","65.6842025456059"
"7448","Bryn Forbes","Derrick White","2.91810046891381"
"7449","Bryn Forbes","Patty Mills","11.257812558082"
"7450","Bryn Forbes","Davis Bertans","1"
"7451","Bryn Forbes","Jakob Poeltl","11.8762189940846"
"7452","Bryn Forbes","Pau Gasol","27.064893844256"
"7453","Bryn Forbes","Dante Cunningham","55.6719297021691"
"7454","Bryn Forbes","Lonnie Walker IV","5.11883752763977"
"7455","Bryn Forbes","Donatas Motiejunas","52.7436607275086"
"7456","Bryn Forbes","Quincy Pondexter","50.6256258269556"
"7457","Bryn Forbes","Drew Eubanks","5.11883752763977"
"7458","Bryn Forbes","Chimezie Metu","5.11883752763977"
"7459","Marco Belinelli","Derrick White","86.331264866217"
"7460","Marco Belinelli","Patty Mills","32.7134353037458"
"7461","Marco Belinelli","Davis Bertans","65.6842025456059"
"7462","Marco Belinelli","Jakob Poeltl","60.4450113576717"
"7463","Marco Belinelli","Pau Gasol","26.4761342410799"
"7464","Marco Belinelli","Dante Cunningham","34.4423077946367"
"7465","Marco Belinelli","Lonnie Walker IV","106.518106148743"
"7466","Marco Belinelli","Donatas Motiejunas","28.8461250250228"
"7467","Marco Belinelli","Quincy Pondexter","45.3270019622172"
"7468","Marco Belinelli","Drew Eubanks","106.518106148743"
"7469","Marco Belinelli","Chimezie Metu","106.518106148743"
"7470","Marco Belinelli","Dennis Schroder","63.2467789126715"
"7471","Marco Belinelli","Damion Lee","83.6675589984835"
"7472","Marco Belinelli","Quincy Acy","60.9912961861713"
"7473","Marco Belinelli","Eric Moreland","59.9791917431675"
"7474","Marco Belinelli","DeMarcus Cousins","54.7841043017276"
"7475","Marco Belinelli","Jimmy Butler","56.4755852348186"
"7476","Marco Belinelli","Taj Gibson","55.0853288047281"
"7477","Marco Belinelli","Luol Deng","96.4126947991191"
"7478","Marco Belinelli","Trevor Ariza","55.5731353313992"
"7479","Marco Belinelli","Jason Smith","61.4164242530966"
"7480","Marco Belinelli","Jerryd Bayless","50.948906302127"
"7481","Derrick White","Patty Mills","15.0629645795901"
"7482","Derrick White","Davis Bertans","2.91810046891381"
"7483","Derrick White","Jakob Poeltl","13.4995501525836"
"7484","Derrick White","Pau Gasol","31.524412927809"
"7485","Derrick White","Dante Cunningham","60.9701987144798"
"7486","Derrick White","Lonnie Walker IV","2.39752684876563"
"7487","Derrick White","Donatas Motiejunas","57.4255407841563"
"7488","Derrick White","Quincy Pondexter","57.2007428489625"
"7489","Derrick White","Drew Eubanks","2.39752684876563"
"7490","Derrick White","Chimezie Metu","2.39752684876563"
"7491","Patty Mills","Davis Bertans","11.257812558082"
"7492","Patty Mills","Jakob Poeltl","15.4997683677058"
"7493","Patty Mills","Pau Gasol","18.6128367143644"
"7494","Patty Mills","Dante Cunningham","31.4473567632764"
"7495","Patty Mills","Lonnie Walker IV","22.374167423639"
"7496","Patty Mills","Donatas Motiejunas","30.9864169268603"
"7497","Patty Mills","Quincy Pondexter","35.0890433684594"
"7498","Patty Mills","Drew Eubanks","22.374167423639"
"7499","Patty Mills","Chimezie Metu","22.374167423639"
"7500","Patty Mills","Jerryd Bayless","81.2655053711614"
"7501","Patty Mills","Anthony Tolliver","67.7036776109549"
"7502","Davis Bertans","Jakob Poeltl","11.8762189940846"
"7503","Davis Bertans","Pau Gasol","27.064893844256"
"7504","Davis Bertans","Dante Cunningham","55.6719297021691"
"7505","Davis Bertans","Lonnie Walker IV","5.11883752763977"
"7506","Davis Bertans","Donatas Motiejunas","52.7436607275086"
"7507","Davis Bertans","Quincy Pondexter","50.6256258269556"
"7508","Davis Bertans","Drew Eubanks","5.11883752763977"
"7509","Davis Bertans","Chimezie Metu","5.11883752763977"
"7510","Jakob Poeltl","Pau Gasol","26.3179487151101"
"7511","Jakob Poeltl","Dante Cunningham","47.9145283408925"
"7512","Jakob Poeltl","Lonnie Walker IV","18.7210443069755"
"7513","Jakob Poeltl","Donatas Motiejunas","42.8804811283633"
"7514","Jakob Poeltl","Quincy Pondexter","45.619034283428"
"7515","Jakob Poeltl","Drew Eubanks","18.7210443069755"
"7516","Jakob Poeltl","Chimezie Metu","18.7210443069755"
"7517","Jakob Poeltl","Alfonzo McKinnie","35.7292061276533"
"7518","Jakob Poeltl","Patrick Patterson","52.7062772678499"
"7519","Pau Gasol","Dante Cunningham","22.4193027952588"
"7520","Pau Gasol","Lonnie Walker IV","38.9517081594802"
"7521","Pau Gasol","Donatas Motiejunas","20.4024968875444"
"7522","Pau Gasol","Quincy Pondexter","17.0555429883458"
"7523","Pau Gasol","Drew Eubanks","38.9517081594802"
"7524","Pau Gasol","Chimezie Metu","38.9517081594802"
"7525","Pau Gasol","Jimmy Butler","32.1196035047068"
"7526","Pau Gasol","Derrick Rose","53.2945530911886"
"7527","Pau Gasol","Taj Gibson","30.9498923719811"
"7528","Pau Gasol","Dwight Howard","59.6422966875214"
"7529","Pau Gasol","Trevor Ariza","59.7770743604144"
"7530","Dante Cunningham","Lonnie Walker IV","68.5761314832517"
"7531","Dante Cunningham","Donatas Motiejunas","11.3035792439327"
"7532","Dante Cunningham","Quincy Pondexter","20.4809243697185"
"7533","Dante Cunningham","Drew Eubanks","68.5761314832517"
"7534","Dante Cunningham","Chimezie Metu","68.5761314832517"
"7535","Dante Cunningham","DeMarcus Cousins","31.6138879142302"
"7536","Dante Cunningham","Jimmer Fredette","37.833253350349"
"7537","Dante Cunningham","Ryan Anderson","43.5079758794441"
"7538","Dante Cunningham","Austin Rivers","51.673959324618"
"7539","Dante Cunningham","Gorgui Dieng","49.6988682145704"
"7540","Dante Cunningham","Jerryd Bayless","53.9163989660498"
"7541","Dante Cunningham","Anthony Tolliver","44.3242852440319"
"7542","Lonnie Walker IV","Donatas Motiejunas","65.3807157143526"
"7543","Lonnie Walker IV","Quincy Pondexter","60.1911555033339"
"7544","Lonnie Walker IV","Drew Eubanks","1"
"7545","Lonnie Walker IV","Chimezie Metu","1"
"7546","Donatas Motiejunas","Quincy Pondexter","29.2703324897308"
"7547","Donatas Motiejunas","Drew Eubanks","65.3807157143526"
"7548","Donatas Motiejunas","Chimezie Metu","65.3807157143526"
"7549","Donatas Motiejunas","Trevor Ariza","28.0905319539711"
"7550","Donatas Motiejunas","Dwight Howard","46.7048812930396"
"7551","Donatas Motiejunas","Troy Daniels","47.7413183216136"
"7552","Donatas Motiejunas","Isaiah Canaan","37.4976795881708"
"7553","Donatas Motiejunas","Patrick Patterson","43.9094816683786"
"7554","Quincy Pondexter","Drew Eubanks","60.1911555033339"
"7555","Quincy Pondexter","Chimezie Metu","60.1911555033339"
"7556","Quincy Pondexter","Jerryd Bayless","62.9145764423335"
"7557","Quincy Pondexter","Trevor Ariza","55.2006839875196"
"7558","Quincy Pondexter","Jason Smith","57.1427863437795"
"7559","Drew Eubanks","Chimezie Metu","1"
"7560","Devin Booker","T.J. Warren","16.0277469919583"
"7561","Devin Booker","Deandre Ayton","16.0277469919583"
"7562","Devin Booker","Trevor Ariza","24.4929039446657"
"7563","Devin Booker","Josh Jackson","4.44439256332969"
"7564","Devin Booker","Mikal Bridges","16.0277469919583"
"7565","Devin Booker","Richaun Holmes","26.8599385567959"
"7566","Devin Booker","Jamal Crawford","32.7478724861923"
"7567","Devin Booker","Troy Daniels","26.7932866840068"
"7568","Devin Booker","Isaiah Canaan","25.9853695980713"
"7569","Devin Booker","Elie Okobo","16.0277469919583"
"7570","Devin Booker","De'Anthony Melton","16.0277469919583"
"7571","Devin Booker","Dragan Bender","2.68871342500002"
"7572","Devin Booker","Jimmer Fredette","18.5589379545509"
"7573","Devin Booker","Emanuel Terry","16.0277469919583"
"7574","Devin Booker","Tyson Chandler","13.5774124193971"
"7575","Devin Booker","Ryan Anderson","21.6088617618107"
"7576","Devin Booker","Quincy Acy","43.1480251296286"
"7577","Devin Booker","Eric Moreland","22.3170894904095"
"7578","Devin Booker","Jawun Evans","22.8413540974333"
"7579","Devin Booker","George King","16.0277469919583"
"7580","Devin Booker","John Jenkins","45.621346265147"
"7581","Devin Booker","Markieff Morris","32.6307615707688"
"7582","Devin Booker","Jordan McRae","28.7365766584833"
"7583","T.J. Warren","Deandre Ayton","1"
"7584","T.J. Warren","Trevor Ariza","51.3305654561493"
"7585","T.J. Warren","Josh Jackson","8.71594104675397"
"7586","T.J. Warren","Mikal Bridges","1"
"7587","T.J. Warren","Richaun Holmes","27.6427911346255"
"7588","T.J. Warren","Jamal Crawford","58.0138869811696"
"7589","T.J. Warren","Troy Daniels","47.3767613094863"
"7590","T.J. Warren","Isaiah Canaan","49.4835383994604"
"7591","T.J. Warren","Elie Okobo","1"
"7592","T.J. Warren","De'Anthony Melton","1"
"7593","T.J. Warren","Dragan Bender","10.8875426303617"
"7594","T.J. Warren","Jimmer Fredette","26.411644588245"
"7595","T.J. Warren","Emanuel Terry","1"
"7596","T.J. Warren","Tyson Chandler","43.9683334818184"
"7597","T.J. Warren","Ryan Anderson","41.1359513564946"
"7598","T.J. Warren","Quincy Acy","88.7698108103687"
"7599","T.J. Warren","Eric Moreland","36.1265661783394"
"7600","T.J. Warren","Jawun Evans","16.1089196347689"
"7601","T.J. Warren","George King","1"
"7602","Deandre Ayton","Trevor Ariza","51.3305654561493"
"7603","Deandre Ayton","Josh Jackson","8.71594104675397"
"7604","Deandre Ayton","Mikal Bridges","1"
"7605","Deandre Ayton","Richaun Holmes","27.6427911346255"
"7606","Deandre Ayton","Jamal Crawford","58.0138869811696"
"7607","Deandre Ayton","Troy Daniels","47.3767613094863"
"7608","Deandre Ayton","Isaiah Canaan","49.4835383994604"
"7609","Deandre Ayton","Elie Okobo","1"
"7610","Deandre Ayton","De'Anthony Melton","1"
"7611","Deandre Ayton","Dragan Bender","10.8875426303617"
"7612","Deandre Ayton","Jimmer Fredette","26.411644588245"
"7613","Deandre Ayton","Emanuel Terry","1"
"7614","Deandre Ayton","Tyson Chandler","43.9683334818184"
"7615","Deandre Ayton","Ryan Anderson","41.1359513564946"
"7616","Deandre Ayton","Quincy Acy","88.7698108103687"
"7617","Deandre Ayton","Eric Moreland","36.1265661783394"
"7618","Deandre Ayton","Jawun Evans","16.1089196347689"
"7619","Deandre Ayton","George King","1"
"7620","Trevor Ariza","Josh Jackson","37.6142811114746"
"7621","Trevor Ariza","Mikal Bridges","51.3305654561493"
"7622","Trevor Ariza","Richaun Holmes","31.7069759613389"
"7623","Trevor Ariza","Jamal Crawford","20.5122692840944"
"7624","Trevor Ariza","Troy Daniels","18.0051252892993"
"7625","Trevor Ariza","Isaiah Canaan","11.2918752783382"
"7626","Trevor Ariza","Elie Okobo","51.3305654561493"
"7627","Trevor Ariza","De'Anthony Melton","51.3305654561493"
"7628","Trevor Ariza","Dragan Bender","31.4618440821572"
"7629","Trevor Ariza","Jimmer Fredette","19.1003356103977"
"7630","Trevor Ariza","Emanuel Terry","51.3305654561493"
"7631","Trevor Ariza","Tyson Chandler","17.9116483704198"
"7632","Trevor Ariza","Ryan Anderson","7.13201642831684"
"7633","Trevor Ariza","Quincy Acy","32.814530110218"
"7634","Trevor Ariza","Eric Moreland","21.8343031105289"
"7635","Trevor Ariza","Jawun Evans","28.743900361766"
"7636","Trevor Ariza","George King","51.3305654561493"
"7637","Trevor Ariza","Dwight Howard","31.4153536723974"
"7638","Trevor Ariza","Bradley Beal","37.5350715762579"
"7639","Trevor Ariza","John Wall","39.0558685554269"
"7640","Trevor Ariza","Shaun Livingston","69.7945370901098"
"7641","Trevor Ariza","Jason Smith","32.1393098802533"
"7642","Trevor Ariza","Jerryd Bayless","46.6483699394839"
"7643","Josh Jackson","Mikal Bridges","8.71594104675397"
"7644","Josh Jackson","Richaun Holmes","25.5964667859599"
"7645","Josh Jackson","Jamal Crawford","46.0304022136831"
"7646","Josh Jackson","Troy Daniels","31.8796390834891"
"7647","Josh Jackson","Isaiah Canaan","31.6163071207348"
"7648","Josh Jackson","Elie Okobo","8.71594104675397"
"7649","Josh Jackson","De'Anthony Melton","8.71594104675397"
"7650","Josh Jackson","Dragan Bender","1.7766002624289"
"7651","Josh Jackson","Jimmer Fredette","20.9572651849685"
"7652","Josh Jackson","Emanuel Terry","8.71594104675397"
"7653","Josh Jackson","Tyson Chandler","25.1504137687331"
"7654","Josh Jackson","Ryan Anderson","28.9635274847227"
"7655","Josh Jackson","Quincy Acy","62.465505643865"
"7656","Josh Jackson","Eric Moreland","31.9221608682065"
"7657","Josh Jackson","Jawun Evans","20.9667949777164"
"7658","Josh Jackson","George King","8.71594104675397"
"7659","Mikal Bridges","Richaun Holmes","27.6427911346255"
"7660","Mikal Bridges","Jamal Crawford","58.0138869811696"
"7661","Mikal Bridges","Troy Daniels","47.3767613094863"
"7662","Mikal Bridges","Isaiah Canaan","49.4835383994604"
"7663","Mikal Bridges","Elie Okobo","1"
"7664","Mikal Bridges","De'Anthony Melton","1"
"7665","Mikal Bridges","Dragan Bender","10.8875426303617"
"7666","Mikal Bridges","Jimmer Fredette","26.411644588245"
"7667","Mikal Bridges","Emanuel Terry","1"
"7668","Mikal Bridges","Tyson Chandler","43.9683334818184"
"7669","Mikal Bridges","Ryan Anderson","41.1359513564946"
"7670","Mikal Bridges","Quincy Acy","88.7698108103687"
"7671","Mikal Bridges","Eric Moreland","36.1265661783394"
"7672","Mikal Bridges","Jawun Evans","16.1089196347689"
"7673","Mikal Bridges","George King","1"
"7674","Richaun Holmes","Jamal Crawford","29.2325344760567"
"7675","Richaun Holmes","Troy Daniels","35.8384621703167"
"7676","Richaun Holmes","Isaiah Canaan","22.9933110354831"
"7677","Richaun Holmes","Elie Okobo","27.6427911346255"
"7678","Richaun Holmes","De'Anthony Melton","27.6427911346255"
"7679","Richaun Holmes","Dragan Bender","24.5508440736174"
"7680","Richaun Holmes","Jimmer Fredette","28.5916628553462"
"7681","Richaun Holmes","Emanuel Terry","27.6427911346255"
"7682","Richaun Holmes","Tyson Chandler","32.5601127128332"
"7683","Richaun Holmes","Ryan Anderson","23.6524189690535"
"7684","Richaun Holmes","Quincy Acy","49.6337025957263"
"7685","Richaun Holmes","Eric Moreland","32.7984650166218"
"7686","Richaun Holmes","Jawun Evans","32.8762039154022"
"7687","Richaun Holmes","George King","27.6427911346255"
"7688","Richaun Holmes","Timothe Luwawu-Cabarrot","35.6959409204641"
"7689","Richaun Holmes","Jerryd Bayless","56.0707579139591"
"7690","Richaun Holmes","Jerami Grant","28.8095728804889"
"7691","Richaun Holmes","Nerlens Noel","37.9035545366285"
"7692","Richaun Holmes","Chasson Randle","36.7638190056463"
"7693","Jamal Crawford","Troy Daniels","37.1236293582929"
"7694","Jamal Crawford","Isaiah Canaan","20.6287269049402"
"7695","Jamal Crawford","Elie Okobo","58.0138869811696"
"7696","Jamal Crawford","De'Anthony Melton","58.0138869811696"
"7697","Jamal Crawford","Dragan Bender","36.651619772116"
"7698","Jamal Crawford","Jimmer Fredette","29.8305339463589"
"7699","Jamal Crawford","Emanuel Terry","58.0138869811696"
"7700","Jamal Crawford","Tyson Chandler","20.275990955319"
"7701","Jamal Crawford","Ryan Anderson","19.9019436450852"
"7702","Jamal Crawford","Quincy Acy","35.6727660994183"
"7703","Jamal Crawford","Eric Moreland","20.0558706286278"
"7704","Jamal Crawford","Jawun Evans","26.1212583736038"
"7705","Jamal Crawford","George King","58.0138869811696"
"7706","Jamal Crawford","Karl-Anthony Towns","63.503519830688"
"7707","Jamal Crawford","Jimmy Butler","38.1853918596212"
"7708","Jamal Crawford","Andrew Wiggins","52.7706271244617"
"7709","Jamal Crawford","Jeff Teague","43.3632581793731"
"7710","Jamal Crawford","Taj Gibson","38.5812414710242"
"7711","Jamal Crawford","Tyus Jones","63.503519830688"
"7712","Jamal Crawford","Gorgui Dieng","44.6430416918715"
"7713","Jamal Crawford","Justin Patton","65.2041020035778"
"7714","Jamal Crawford","Raymond Felton","51.0648554563139"
"7715","Jamal Crawford","Austin Rivers","38.3618034815118"
"7716","Troy Daniels","Isaiah Canaan","17.1467471490734"
"7717","Troy Daniels","Elie Okobo","47.3767613094863"
"7718","Troy Daniels","De'Anthony Melton","47.3767613094863"
"7719","Troy Daniels","Dragan Bender","29.0831497499051"
"7720","Troy Daniels","Jimmer Fredette","26.6817822138144"
"7721","Troy Daniels","Emanuel Terry","47.3767613094863"
"7722","Troy Daniels","Tyson Chandler","17.4781390277559"
"7723","Troy Daniels","Ryan Anderson","18.4740541467706"
"7724","Troy Daniels","Quincy Acy","35.2657579388986"
"7725","Troy Daniels","Eric Moreland","26.8428971977237"
"7726","Troy Daniels","Jawun Evans","47.2060267797574"
"7727","Troy Daniels","George King","47.3767613094863"
"7728","Troy Daniels","Dwight Howard","44.9219641454981"
"7729","Isaiah Canaan","Elie Okobo","49.4835383994604"
"7730","Isaiah Canaan","De'Anthony Melton","49.4835383994604"
"7731","Isaiah Canaan","Dragan Bender","27.4495680541652"
"7732","Isaiah Canaan","Jimmer Fredette","22.8769863746652"
"7733","Isaiah Canaan","Emanuel Terry","49.4835383994604"
"7734","Isaiah Canaan","Tyson Chandler","17.4701814458825"
"7735","Isaiah Canaan","Ryan Anderson","10.3496099131913"
"7736","Isaiah Canaan","Quincy Acy","33.5883775277657"
"7737","Isaiah Canaan","Eric Moreland","25.8556386263485"
"7738","Isaiah Canaan","Jawun Evans","36.8526027001016"
"7739","Isaiah Canaan","George King","49.4835383994604"
"7740","Isaiah Canaan","Jimmy Butler","36.4735196599993"
"7741","Isaiah Canaan","Taj Gibson","36.4263029430406"
"7742","Isaiah Canaan","Jerami Grant","46.5268860301883"
"7743","Isaiah Canaan","Nerlens Noel","59.3511239665351"
"7744","Isaiah Canaan","Dwight Howard","46.4111273717581"
"7745","Elie Okobo","De'Anthony Melton","1"
"7746","Elie Okobo","Dragan Bender","10.8875426303617"
"7747","Elie Okobo","Jimmer Fredette","26.411644588245"
"7748","Elie Okobo","Emanuel Terry","1"
"7749","Elie Okobo","Tyson Chandler","43.9683334818184"
"7750","Elie Okobo","Ryan Anderson","41.1359513564946"
"7751","Elie Okobo","Quincy Acy","88.7698108103687"
"7752","Elie Okobo","Eric Moreland","36.1265661783394"
"7753","Elie Okobo","Jawun Evans","16.1089196347689"
"7754","Elie Okobo","George King","1"
"7755","De'Anthony Melton","Dragan Bender","10.8875426303617"
"7756","De'Anthony Melton","Jimmer Fredette","26.411644588245"
"7757","De'Anthony Melton","Emanuel Terry","1"
"7758","De'Anthony Melton","Tyson Chandler","43.9683334818184"
"7759","De'Anthony Melton","Ryan Anderson","41.1359513564946"
"7760","De'Anthony Melton","Quincy Acy","88.7698108103687"
"7761","De'Anthony Melton","Eric Moreland","36.1265661783394"
"7762","De'Anthony Melton","Jawun Evans","16.1089196347689"
"7763","De'Anthony Melton","George King","1"
"7764","Dragan Bender","Jimmer Fredette","19.6726474341514"
"7765","Dragan Bender","Emanuel Terry","10.8875426303617"
"7766","Dragan Bender","Tyson Chandler","17.379663061274"
"7767","Dragan Bender","Ryan Anderson","24.649698362085"
"7768","Dragan Bender","Quincy Acy","53.5389598338434"
"7769","Dragan Bender","Eric Moreland","29.6923145948472"
"7770","Dragan Bender","Jawun Evans","20.9442212002675"
"7771","Dragan Bender","George King","10.8875426303617"
"7772","Dragan Bender","John Jenkins","57.8898462186924"
"7773","Jimmer Fredette","Emanuel Terry","26.411644588245"
"7774","Jimmer Fredette","Tyson Chandler","23.0202858007187"
"7775","Jimmer Fredette","Ryan Anderson","16.1474509304769"
"7776","Jimmer Fredette","Quincy Acy","35.8814852204469"
"7777","Jimmer Fredette","Eric Moreland","13.7250885144498"
"7778","Jimmer Fredette","Jawun Evans","20.324800350016"
"7779","Jimmer Fredette","George King","26.411644588245"
"7780","Jimmer Fredette","Austin Rivers","35.0791177824487"
"7781","Jimmer Fredette","Patrick Patterson","58.6652057228475"
"7782","Jimmer Fredette","DeMarcus Cousins","43.4902596863639"
"7783","Emanuel Terry","Tyson Chandler","43.9683334818184"
"7784","Emanuel Terry","Ryan Anderson","41.1359513564946"
"7785","Emanuel Terry","Quincy Acy","88.7698108103687"
"7786","Emanuel Terry","Eric Moreland","36.1265661783394"
"7787","Emanuel Terry","Jawun Evans","16.1089196347689"
"7788","Emanuel Terry","George King","1"
"7789","Tyson Chandler","Ryan Anderson","15.2709248792803"
"7790","Tyson Chandler","Quincy Acy","20.5010169882396"
"7791","Tyson Chandler","Eric Moreland","23.4698207101677"
"7792","Tyson Chandler","Jawun Evans","33.5352319485312"
"7793","Tyson Chandler","George King","43.9683334818184"
"7794","Tyson Chandler","John Jenkins","25.7538825378629"
"7795","Tyson Chandler","Markieff Morris","25.3739821599548"
"7796","Tyson Chandler","Jordan McRae","29.5265757100501"
"7797","Tyson Chandler","Raymond Felton","45.6563271388215"
"7798","Tyson Chandler","Ian Mahinmi","43.6853193114133"
"7799","Tyson Chandler","Luol Deng","83.955900575236"
"7800","Ryan Anderson","Quincy Acy","30.416135585183"
"7801","Ryan Anderson","Eric Moreland","18.9054126448655"
"7802","Ryan Anderson","Jawun Evans","21.6461670518192"
"7803","Ryan Anderson","George King","41.1359513564946"
"7804","Ryan Anderson","Austin Rivers","18.2536005238489"
"7805","Ryan Anderson","Jason Smith","33.822308466082"
"7806","Ryan Anderson","Dwight Howard","38.0539243355047"
"7807","Quincy Acy","Eric Moreland","26.9709658336238"
"7808","Quincy Acy","Jawun Evans","63.776879941644"
"7809","Quincy Acy","George King","88.7698108103687"
"7810","Quincy Acy","Quinn Cook","70.4935465827046"
"7811","Quincy Acy","Andrew Bogut","72.1157681417944"
"7812","Quincy Acy","DeMarcus Cousins","54.8367225430707"
"7813","Quincy Acy","Jason Smith","55.5982219640609"
"7814","Quincy Acy","Patrick Patterson","56.7287225903976"
"7815","Eric Moreland","Jawun Evans","23.3330322224172"
"7816","Eric Moreland","George King","36.1265661783394"
"7817","Eric Moreland","Anthony Tolliver","51.4286790073319"
"7818","Eric Moreland","DeMarcus Cousins","43.8898302240021"
"7819","Jawun Evans","George King","16.1089196347689"
"7820","Jawun Evans","C.J. Williams","33.1419262106411"
"7821","Jawun Evans","Austin Rivers","31.5298985521529"
"7822","Paul George","Russell Westbrook","16.5685940316097"
"7823","Paul George","Dennis Schroder","23.3098495987949"
"7824","Paul George","Steven Adams","16.565640620625"
"7825","Paul George","Jerami Grant","21.6991613137304"
"7826","Paul George","Terrance Ferguson","35.6321743274843"
"7827","Paul George","Alex Abrines","20.9802772636997"
"7828","Paul George","Nerlens Noel","35.3177961380764"
"7829","Paul George","Timothe Luwawu-Cabarrot","33.0852505551573"
"7830","Paul George","Raymond Felton","32.0346921499596"
"7831","Paul George","Abdel Nader","33.0250723515936"
"7832","Paul George","Hamidou Diallo","44.1223786694281"
"7833","Paul George","Patrick Patterson","32.525071079856"
"7834","Paul George","Deonte Burton","44.1223786694281"
"7835","Paul George","Tyler Davis","44.1223786694281"
"7836","Paul George","Jeff Teague","53.2823551859437"
"7837","Paul George","Ian Mahinmi","45.4432281352753"
"7838","Russell Westbrook","Dennis Schroder","19.3330269499658"
"7839","Russell Westbrook","Steven Adams","2.23460691437884"
"7840","Russell Westbrook","Jerami Grant","24.6673977066356"
"7841","Russell Westbrook","Terrance Ferguson","33.6353583314441"
"7842","Russell Westbrook","Alex Abrines","14.5550972029989"
"7843","Russell Westbrook","Nerlens Noel","42.1619001515467"
"7844","Russell Westbrook","Timothe Luwawu-Cabarrot","38.125608429314"
"7845","Russell Westbrook","Raymond Felton","32.5507205377369"
"7846","Russell Westbrook","Abdel Nader","29.6354906741539"
"7847","Russell Westbrook","Hamidou Diallo","43.9341280214758"
"7848","Russell Westbrook","Patrick Patterson","27.3862780743554"
"7849","Russell Westbrook","Deonte Burton","43.9341280214758"
"7850","Russell Westbrook","Tyler Davis","43.9341280214758"
"7851","Russell Westbrook","Kevin Durant","35.0743243322277"
"7852","Russell Westbrook","Jeff Green","75.7904513357753"
"7853","Russell Westbrook","Shaun Livingston","57.5054356858927"
"7854","Dennis Schroder","Steven Adams","21.5160348072713"
"7855","Dennis Schroder","Jerami Grant","31.5207095939787"
"7856","Dennis Schroder","Terrance Ferguson","56.1862747671564"
"7857","Dennis Schroder","Alex Abrines","32.2055368065971"
"7858","Dennis Schroder","Nerlens Noel","38.7586809605902"
"7859","Dennis Schroder","Timothe Luwawu-Cabarrot","40.0940299213853"
"7860","Dennis Schroder","Raymond Felton","27.3660765177346"
"7861","Dennis Schroder","Abdel Nader","42.8619626260443"
"7862","Dennis Schroder","Hamidou Diallo","71.4746977872417"
"7863","Dennis Schroder","Patrick Patterson","34.2643323124681"
"7864","Dennis Schroder","Deonte Burton","71.4746977872417"
"7865","Dennis Schroder","Tyler Davis","71.4746977872417"
"7866","Dennis Schroder","Damion Lee","43.5131238199839"
"7867","Dennis Schroder","Dwight Howard","56.8817457846897"
