"","","","edge_btw"
"818","Walter Lemon Jr.","Rawle Alkins","19.8280767773843"
"819","Walter Lemon Jr.","Tyler Ulis","33.3398266951484"
"820","Walter Lemon Jr.","Jalen Jones","36.732431591072"
"821","Walter Lemon Jr.","Rajon Rondo","83.7249604065701"
"822","Walter Lemon Jr.","Anthony Davis","24.3668053537237"
"823","Walter Lemon Jr.","Jrue Holiday","33.3936254112499"
"824","Walter Lemon Jr.","E'Twaun Moore","32.7256832231044"
"825","Walter Lemon Jr.","Darius Miller","19.3041258331525"
"826","Walter Lemon Jr.","Ian Clark","54.608890050934"
"827","Walter Lemon Jr.","Cheick Diallo","23.3403395111717"
"828","Walter Lemon Jr.","Solomon Hill","31.8394156928098"
"829","Walter Lemon Jr.","Dante Cunningham","57.325482257498"
"830","Walter Lemon Jr.","DeMarcus Cousins","68.3973637764741"
"831","Bobby Portis","Kris Dunn","14.3546513856508"
"832","Bobby Portis","Justin Holiday","36.417329364704"
"833","Bobby Portis","Wendell Carter Jr.","28.2563730863045"
"834","Bobby Portis","Robin Lopez","29.4182996536287"
"835","Bobby Portis","Antonio Blakeney","14.4523168996398"
"836","Bobby Portis","Ryan Arcidiacono","14.4523168996398"
"837","Bobby Portis","Shaquille Harrison","21.7575947033638"
"838","Bobby Portis","Cameron Payne","19.3708951905337"
"839","Bobby Portis","Chandler Hutchison","28.2563730863045"
"840","Bobby Portis","Brandon Sampson","28.2563730863045"
"841","Bobby Portis","Cristiano Felicio","1"
"842","Bobby Portis","Rawle Alkins","28.2563730863045"
"843","Bobby Portis","Tyler Ulis","22.2139346524714"
"844","Bobby Portis","David Nwaba","37.2211917848115"
"845","Bobby Portis","Jerian Grant","29.3741635041648"
"846","Bobby Portis","Nikola Mirotic","9.10848476958384"
"847","Bobby Portis","Quincy Pondexter","32.0613211575849"
"848","Bobby Portis","RJ Hunter","73.0834284453447"
"849","Bobby Portis","Dwyane Wade","44.583378922212"
"850","Bobby Portis","Rajon Rondo","66.2687501663566"
"851","Bobby Portis","Doug McDermott","34.1636705580794"
"852","Bobby Portis","Michael Carter-Williams","54.8770027666621"
"853","Bobby Portis","Isaiah Canaan","50.3927428883056"
"854","Bobby Portis","Jimmy Butler","15.4291937473691"
"855","Bobby Portis","Taj Gibson","15.9216222067718"
"856","Bobby Portis","Joakim Noah","57.1760013975292"
"857","Bobby Portis","E'Twaun Moore","31.8561063694572"
"858","Bobby Portis","Pau Gasol","42.8991036847398"
"859","Bobby Portis","Derrick Rose","30.7615386058681"
"860","Kris Dunn","Justin Holiday","67.6450706476216"
"861","Kris Dunn","Wendell Carter Jr.","13.1296722195807"
"862","Kris Dunn","Robin Lopez","63.1589938796818"
"863","Kris Dunn","Antonio Blakeney","7.87251323469243"
"864","Kris Dunn","Ryan Arcidiacono","7.87251323469243"
"865","Kris Dunn","Shaquille Harrison","25.7870956126217"
"866","Kris Dunn","Cameron Payne","28.4531929616102"
"867","Kris Dunn","Chandler Hutchison","13.1296722195807"
"868","Kris Dunn","Brandon Sampson","13.1296722195807"
"869","Kris Dunn","Cristiano Felicio","14.3546513856508"
"870","Kris Dunn","Rawle Alkins","13.1296722195807"
"871","Kris Dunn","Tyler Ulis","29.6375271579012"
"872","Kris Dunn","David Nwaba","46.8553264905741"
"873","Kris Dunn","Jerian Grant","54.1267131550697"
"874","Kris Dunn","Nikola Mirotic","29.7722491095639"
"875","Kris Dunn","Quincy Pondexter","62.1991061333377"
"876","Kris Dunn","Ricky Rubio","75.9268962408258"
"877","Kris Dunn","Nemanja Bjelica","35.1717753050957"
"878","Kris Dunn","Karl-Anthony Towns","24.6142493404415"
"879","Kris Dunn","Andrew Wiggins","27.4949482471187"
"880","Kris Dunn","Tyus Jones","24.6142493404415"
"881","Kris Dunn","Gorgui Dieng","28.572188076259"
"882","Justin Holiday","Wendell Carter Jr.","104.181486311872"
"883","Justin Holiday","Robin Lopez","31.4941308372283"
"884","Justin Holiday","Antonio Blakeney","77.1067621698206"
"885","Justin Holiday","Ryan Arcidiacono","77.1067621698206"
"886","Justin Holiday","Shaquille Harrison","71.6566923826861"
"887","Justin Holiday","Cameron Payne","35.1161399067434"
"888","Justin Holiday","Chandler Hutchison","104.181486311872"
"889","Justin Holiday","Brandon Sampson","104.181486311872"
"890","Justin Holiday","Cristiano Felicio","36.417329364704"
"891","Justin Holiday","Rawle Alkins","104.181486311872"
"892","Justin Holiday","Tyler Ulis","60.0295513111123"
"893","Justin Holiday","David Nwaba","42.0323404805254"
"894","Justin Holiday","Jerian Grant","55.4698607330121"
"895","Justin Holiday","Nikola Mirotic","33.3860605831929"
"896","Justin Holiday","Quincy Pondexter","50.9123795013616"
"897","Justin Holiday","Joakim Noah","53.2280281220766"
"898","Justin Holiday","Willy Hernangomez","108.609223198826"
"899","Justin Holiday","Lance Thomas","48.4129917601942"
"900","Justin Holiday","Courtney Lee","62.9220881963856"
"901","Justin Holiday","Ron Baker","73.8869994033078"
"902","Justin Holiday","Kyle O'Quinn","47.2248687202514"
"903","Justin Holiday","Carmelo Anthony","57.9774618951261"
"904","Justin Holiday","Derrick Rose","39.2282363860959"
"905","Justin Holiday","Kyle Korver","38.2728994970017"
"906","Justin Holiday","Al Horford","87.6398399512105"
"907","Justin Holiday","Mike Scott","84.3474190001509"
"908","Justin Holiday","Shelvin Mack","80.9061799863383"
"909","Justin Holiday","Kent Bazemore","69.9418413045969"
"910","Justin Holiday","Thabo Sefolosha","74.3394048588224"
"911","Justin Holiday","Tim Hardaway Jr.","49.9465882022172"
"912","Justin Holiday","Paul Millsap","105.391642097375"
"913","Justin Holiday","Mike Muscala","92.7195173938533"
"914","Justin Holiday","Dennis Schroder","66.9531501085587"
"915","Justin Holiday","Jeff Teague","45.1108816516419"
"916","Justin Holiday","Harrison Barnes","145.132428212457"
"917","Justin Holiday","Stephen Curry","61.674279044482"
"918","Justin Holiday","Klay Thompson","63.1457157500712"
"919","Justin Holiday","Draymond Green","65.5229792796204"
"920","Justin Holiday","Andre Iguodala","52.2660379681025"
"921","Justin Holiday","Shaun Livingston","54.3431866959846"
"922","Justin Holiday","Andrew Bogut","80.3783050356584"
"923","Justin Holiday","Nick Young","105.103479635345"
"924","Justin Holiday","Thaddeus Young","49.192644539721"
"925","Justin Holiday","Jrue Holiday","41.3030618909469"
"926","Wendell Carter Jr.","Robin Lopez","97.9812396519822"
"927","Wendell Carter Jr.","Antonio Blakeney","4.833020567036"
"928","Wendell Carter Jr.","Ryan Arcidiacono","4.833020567036"
"929","Wendell Carter Jr.","Shaquille Harrison","22.2211842504429"
"930","Wendell Carter Jr.","Cameron Payne","35.8888370790536"
"931","Wendell Carter Jr.","Chandler Hutchison","1"
"932","Wendell Carter Jr.","Brandon Sampson","1"
"933","Wendell Carter Jr.","Cristiano Felicio","28.2563730863045"
"934","Wendell Carter Jr.","Rawle Alkins","1"
"935","Wendell Carter Jr.","Tyler Ulis","28.9763405023304"
"936","Robin Lopez","Antonio Blakeney","65.1044497812618"
"937","Robin Lopez","Ryan Arcidiacono","65.1044497812618"
"938","Robin Lopez","Shaquille Harrison","44.4992621843392"
"939","Robin Lopez","Cameron Payne","45.4667873079801"
"940","Robin Lopez","Chandler Hutchison","97.9812396519822"
"941","Robin Lopez","Brandon Sampson","97.9812396519822"
"942","Robin Lopez","Cristiano Felicio","29.4182996536287"
"943","Robin Lopez","Rawle Alkins","97.9812396519822"
"944","Robin Lopez","Tyler Ulis","37.163348328539"
"945","Robin Lopez","David Nwaba","46.4855117092625"
"946","Robin Lopez","Jerian Grant","50.1721108662957"
"947","Robin Lopez","Nikola Mirotic","22.9006290478022"
"948","Robin Lopez","Quincy Pondexter","30.6090402864393"
"949","Robin Lopez","RJ Hunter","77.8333824887714"
"950","Robin Lopez","Dwyane Wade","47.2117593620795"
"951","Robin Lopez","Rajon Rondo","65.2146906351299"
"952","Robin Lopez","Doug McDermott","46.1555546681691"
"953","Robin Lopez","Michael Carter-Williams","43.47917669985"
"954","Robin Lopez","Isaiah Canaan","40.9621247855224"
"955","Robin Lopez","Jimmy Butler","40.0226639897075"
"956","Robin Lopez","Taj Gibson","39.8003603971763"
"957","Robin Lopez","Lance Thomas","51.4456291723824"
"958","Robin Lopez","Kyle O'Quinn","49.8408113645852"
"959","Robin Lopez","Langston Galloway","61.2855640245444"
"960","Robin Lopez","Jose Calderon","71.0865895153843"
"961","Robin Lopez","Carmelo Anthony","52.2232367740687"
"962","Robin Lopez","Nicolas Batum","79.1905171028285"
"963","Robin Lopez","Wesley Matthews","137.073682373482"
"964","Robin Lopez","Allen Crabbe","74.6029902261998"
"965","Robin Lopez","Will Barton","153.614513406594"
"966","Robin Lopez","LaMarcus Aldridge","55.1498211166228"
"967","Robin Lopez","Anthony Davis","32.7205420718814"
"968","Robin Lopez","Darius Miller","33.2064510557345"
"969","Robin Lopez","Eric Gordon","45.776129521944"
"970","Robin Lopez","Ryan Anderson","51.5909531872345"
"971","Robin Lopez","Austin Rivers","66.7096143503382"
"972","Robin Lopez","Jason Smith","48.0502891286135"
"973","Robin Lopez","Channing Frye","47.0330637867856"
"974","Robin Lopez","Marcin Gortat","78.5732359270431"
"975","Robin Lopez","Jared Dudley","58.7745977157238"
"976","Robin Lopez","Markieff Morris","52.9068454427368"
"977","Robin Lopez","Goran Dragic","59.6226143867195"
"978","Antonio Blakeney","Ryan Arcidiacono","1"
"979","Antonio Blakeney","Shaquille Harrison","20.398541351703"
"980","Antonio Blakeney","Cameron Payne","24.2870335355957"
"981","Antonio Blakeney","Chandler Hutchison","4.833020567036"
"982","Antonio Blakeney","Brandon Sampson","4.833020567036"
"983","Antonio Blakeney","Cristiano Felicio","14.4523168996398"
"984","Antonio Blakeney","Rawle Alkins","4.833020567036"
"985","Antonio Blakeney","Tyler Ulis","25.8008904367219"
"986","Antonio Blakeney","David Nwaba","52.5369339952876"
"987","Antonio Blakeney","Jerian Grant","45.8187083721188"
"988","Antonio Blakeney","Nikola Mirotic","30.8713550596067"
"989","Antonio Blakeney","Quincy Pondexter","65.0222349090372"
"990","Ryan Arcidiacono","Shaquille Harrison","20.398541351703"
"991","Ryan Arcidiacono","Cameron Payne","24.2870335355957"
"992","Ryan Arcidiacono","Chandler Hutchison","4.833020567036"
"993","Ryan Arcidiacono","Brandon Sampson","4.833020567036"
"994","Ryan Arcidiacono","Cristiano Felicio","14.4523168996398"
"995","Ryan Arcidiacono","Rawle Alkins","4.833020567036"
"996","Ryan Arcidiacono","Tyler Ulis","25.8008904367219"
"997","Ryan Arcidiacono","David Nwaba","52.5369339952876"
"998","Ryan Arcidiacono","Jerian Grant","45.8187083721188"
"999","Ryan Arcidiacono","Nikola Mirotic","30.8713550596067"
"1000","Ryan Arcidiacono","Quincy Pondexter","65.0222349090372"
"1001","Shaquille Harrison","Cameron Payne","30.4484997723512"
"1002","Shaquille Harrison","Chandler Hutchison","22.2211842504429"
"1003","Shaquille Harrison","Brandon Sampson","22.2211842504429"
"1004","Shaquille Harrison","Cristiano Felicio","21.7575947033638"
"1005","Shaquille Harrison","Rawle Alkins","22.2211842504429"
"1006","Shaquille Harrison","Tyler Ulis","1.78808557162946"
"1007","Shaquille Harrison","Alex Len","69.369355109156"
"1008","Shaquille Harrison","Derrick Jones Jr.","35.3265772683656"
"1009","Shaquille Harrison","Jared Dudley","67.690972068747"
"1010","Shaquille Harrison","Alan Williams","44.1215716497718"
"1011","Shaquille Harrison","Davon Reed","30.0300842198508"
"1012","Shaquille Harrison","Marquese Chriss","27.7430602151646"
"1013","Shaquille Harrison","Devin Booker","24.6594968103472"
"1014","Shaquille Harrison","Josh Jackson","21.114243468279"
"1015","Shaquille Harrison","Troy Daniels","66.7084467828696"
"1016","Shaquille Harrison","Dragan Bender","21.4260201888523"
"1017","Shaquille Harrison","Tyson Chandler","47.6429167820004"
"1018","Cameron Payne","Chandler Hutchison","35.8888370790536"
"1019","Cameron Payne","Brandon Sampson","35.8888370790536"
"1020","Cameron Payne","Cristiano Felicio","19.3708951905337"
"1021","Cameron Payne","Rawle Alkins","35.8888370790536"
"1022","Cameron Payne","Tyler Ulis","32.3565184160505"
"1023","Cameron Payne","David Nwaba","55.5023809802072"
"1024","Cameron Payne","Jerian Grant","30.8705590424937"
"1025","Cameron Payne","Nikola Mirotic","30.170448961967"
"1026","Cameron Payne","Quincy Pondexter","51.8052989838541"
"1027","Cameron Payne","Enes Kanter","81.7959407412733"
"1028","Cameron Payne","Victor Oladipo","48.2460900205537"
"1029","Cameron Payne","Domantas Sabonis","42.5263985817825"
"1030","Cameron Payne","Russell Westbrook","52.0070533904183"
"1031","Cameron Payne","Steven Adams","50.5044628793885"
"1032","Cameron Payne","Alex Abrines","56.0476536808894"
"1033","Cameron Payne","Dion Waiters","62.4241741536164"
"1034","Cameron Payne","D.J. Augustin","62.6449234462071"
"1035","Cameron Payne","Serge Ibaka","72.6549006731707"
"1036","Cameron Payne","Kevin Durant","61.1060567092549"
"1037","Chandler Hutchison","Brandon Sampson","1"
"1038","Chandler Hutchison","Cristiano Felicio","28.2563730863045"
"1039","Chandler Hutchison","Rawle Alkins","1"
"1040","Chandler Hutchison","Tyler Ulis","28.9763405023304"
"1041","Brandon Sampson","Cristiano Felicio","28.2563730863045"
"1042","Brandon Sampson","Rawle Alkins","1"
"1043","Brandon Sampson","Tyler Ulis","28.9763405023304"
"1044","Cristiano Felicio","Rawle Alkins","28.2563730863045"
"1045","Cristiano Felicio","Tyler Ulis","22.2139346524714"
"1046","Cristiano Felicio","David Nwaba","37.2211917848115"
"1047","Cristiano Felicio","Jerian Grant","29.3741635041648"
"1048","Cristiano Felicio","Nikola Mirotic","9.10848476958384"
"1049","Cristiano Felicio","Quincy Pondexter","32.0613211575849"
"1050","Cristiano Felicio","RJ Hunter","73.0834284453447"
"1051","Cristiano Felicio","Dwyane Wade","44.583378922212"
"1052","Cristiano Felicio","Rajon Rondo","66.2687501663566"
"1053","Cristiano Felicio","Doug McDermott","34.1636705580794"
"1054","Cristiano Felicio","Michael Carter-Williams","54.8770027666621"
"1055","Cristiano Felicio","Isaiah Canaan","50.3927428883056"
"1056","Cristiano Felicio","Jimmy Butler","15.4291937473691"
"1057","Cristiano Felicio","Taj Gibson","15.9216222067718"
"1058","Cristiano Felicio","Joakim Noah","57.1760013975292"
"1059","Cristiano Felicio","E'Twaun Moore","31.8561063694572"
"1060","Cristiano Felicio","Pau Gasol","42.8991036847398"
"1061","Cristiano Felicio","Derrick Rose","30.7615386058681"
"1062","Rawle Alkins","Tyler Ulis","28.9763405023304"
"1063","Tyler Ulis","Alex Len","62.4639955140581"
"1064","Tyler Ulis","Derrick Jones Jr.","35.7305362760079"
"1065","Tyler Ulis","Jared Dudley","57.4017055464095"
"1066","Tyler Ulis","Alan Williams","41.1003899515912"
"1067","Tyler Ulis","Davon Reed","31.2198580139186"
"1068","Tyler Ulis","Marquese Chriss","20.3116886862829"
"1069","Tyler Ulis","Devin Booker","22.0685230610596"
"1070","Tyler Ulis","Josh Jackson","21.2995012851904"
"1071","Tyler Ulis","Troy Daniels","61.2959287443552"
"1072","Tyler Ulis","Dragan Bender","20.0465921717054"
"1073","Tyler Ulis","Tyson Chandler","38.9378213133645"
"1074","Tyler Ulis","PJ Tucker","48.2712682560915"
"1075","Tyler Ulis","Brandon Knight","37.4260010913325"
"1076","Tyler Ulis","John Jenkins","83.2704675960923"
"1077","Kevin Love","Jordan Clarkson","11.039956418439"
"1078","Kevin Love","Collin Sexton","30.4195668293327"
"1079","Kevin Love","Cedi Osman","11.4061925560869"
"1080","Kevin Love","Rodney Hood","23.0456488488244"
"1081","Kevin Love","Tristan Thompson","7.24192433550988"
"1082","Kevin Love","Larry Nance Jr.","12.1759887373801"
"1083","Kevin Love","Kyle Korver","17.8053825734399"
"1084","Kevin Love","Ante Zizic","11.4061925560869"
"1085","Kevin Love","George Hill","23.6246627957218"
"1086","Kevin Love","JR Smith","11.4061925560869"
"1087","Kevin Love","David Nwaba","21.4113719830139"
"1088","Kevin Love","Sam Dekker","17.2587635460357"
"1089","Kevin Love","Jalen Jones","21.9080850405098"
"1090","Kevin Love","Jaron Blossomgame","30.4195668293327"
"1091","Kevin Love","Channing Frye","19.9704208898606"
"1092","Kevin Love","Patrick McCaw","28.7603624050168"
"1093","Kevin Love","Deng Adel","30.4195668293327"
"1094","Kevin Love","John Holland","11.4061925560869"
"1095","Kevin Love","Kobi Simmons","32.485444416971"
"1096","Kevin Love","Dwyane Wade","21.7069745265036"
"1097","Kevin Love","Jae Crowder","26.7301573726098"
"1098","Kevin Love","Iman Shumpert","17.4607994939822"
"1099","Kevin Love","LeBron James","13.8909930632769"
"1100","Kevin Love","Isaiah Thomas","47.273526142925"
"1101","Kevin Love","Jose Calderon","32.8660897283458"
"1102","Kevin Love","Derrick Rose","23.484859301584"
"1103","Kevin Love","Jeff Green","34.2545470568899"
"1104","Kevin Love","Kyrie Irving","49.2923381455033"
"1105","Kevin Love","Jordan McRae","33.8347707009458"
"1106","Kevin Love","Joe Harris","53.7823790340339"
"1107","Kevin Love","Dion Waiters","37.7932377147953"
"1108","Kevin Love","Luc Mbah a Moute","56.5131761620239"
"1109","Kevin Love","Ricky Rubio","28.2049539035951"
"1110","Kevin Love","Corey Brewer","57.2418846947072"
"1111","Kevin Love","Dante Cunningham","54.897286833065"
"1112","Kevin Love","Gorgui Dieng","37.8525257146186"
"1113","Kevin Love","Wayne Ellington","25.7908976989443"
"1114","Kevin Love","Michael Beasley","46.0887471200693"
"1115","Kevin Love","Wesley Johnson","34.9289558925204"
"1116","Kevin Love","Anthony Tolliver","47.2399789882932"
"1117","Kevin Love","Kosta Koufos","31.9801214562554"
"1118","Jordan Clarkson","Collin Sexton","29.7846294284571"
"1119","Jordan Clarkson","Cedi Osman","14.9531213542771"
"1120","Jordan Clarkson","Rodney Hood","42.1965778793887"
"1121","Jordan Clarkson","Tristan Thompson","13.8465741485996"
"1122","Jordan Clarkson","Larry Nance Jr.","3.18678042342125"
"1123","Jordan Clarkson","Kyle Korver","25.7226432285474"
"1124","Jordan Clarkson","Ante Zizic","14.9531213542771"
"1125","Jordan Clarkson","George Hill","49.0105861057782"
"1126","Jordan Clarkson","JR Smith","14.9531213542771"
"1127","Jordan Clarkson","David Nwaba","22.4170517681545"
"1128","Jordan Clarkson","Sam Dekker","20.1718903371785"
"1129","Jordan Clarkson","Jalen Jones","23.4701801233468"
"1130","Jordan Clarkson","Jaron Blossomgame","29.7846294284571"
"1131","Jordan Clarkson","Channing Frye","32.98323143574"
"1132","Jordan Clarkson","Patrick McCaw","17.7037205849876"
"1133","Jordan Clarkson","Deng Adel","29.7846294284571"
"1134","Jordan Clarkson","John Holland","14.9531213542771"
"1135","Jordan Clarkson","Kobi Simmons","38.3572955907246"
"1136","Jordan Clarkson","Kyle Kuzma","19.5729463860106"
"1137","Jordan Clarkson","Brandon Ingram","11.6912143296668"
"1138","Jordan Clarkson","Kentavious Caldwell-Pope","26.9447268549782"
"1139","Jordan Clarkson","Lonzo Ball","19.5729463860106"
"1140","Jordan Clarkson","Alex Caruso","19.5729463860106"
"1141","Jordan Clarkson","Ivica Zubac","11.6912143296668"
"1142","Jordan Clarkson","Josh Hart","19.5729463860106"
"1143","Jordan Clarkson","Andre Ingram","19.5729463860106"
"1144","Jordan Clarkson","Julius Randle","13.2977070109376"
"1145","Jordan Clarkson","Corey Brewer","55.9895406124347"
"1146","Jordan Clarkson","Luol Deng","27.7435325669953"
"1147","Jordan Clarkson","Andrew Bogut","38.3458844324346"
"1148","Jordan Clarkson","Thomas Bryant","28.8334451771396"
"1149","Jordan Clarkson","Lou Williams","28.0064789058145"
"1150","Jordan Clarkson","D'Angelo Russell","29.7559650881685"
"1151","Jordan Clarkson","Nick Young","42.5894352266657"
"1152","Jordan Clarkson","Jose Calderon","40.2430592072952"
"1153","Jordan Clarkson","Jeremy Lin","88.1311390255087"
"1154","Jordan Clarkson","Wayne Ellington","33.4374763474222"
"1155","Jordan Clarkson","Ed Davis","83.4517961044161"
"1156","Jordan Clarkson","Wesley Johnson","31.2864471608987"
"1157","Collin Sexton","Cedi Osman","7.01799895891931"
"1158","Collin Sexton","Rodney Hood","26.7553472534084"
"1159","Collin Sexton","Tristan Thompson","23.278428479888"
"1160","Collin Sexton","Larry Nance Jr.","19.6673096025913"
"1161","Collin Sexton","Kyle Korver","72.4469959399375"
"1162","Collin Sexton","Ante Zizic","7.01799895891931"
"1163","Collin Sexton","George Hill","60.9300797522224"
"1164","Collin Sexton","JR Smith","7.01799895891931"
"1165","Collin Sexton","David Nwaba","29.3485545355409"
"1166","Collin Sexton","Sam Dekker","49.5773533996612"
"1167","Collin Sexton","Jalen Jones","15.6971342745137"
"1168","Collin Sexton","Jaron Blossomgame","1"
"1169","Collin Sexton","Channing Frye","90.5364163439725"
"1170","Collin Sexton","Patrick McCaw","23.4565476387501"
"1171","Collin Sexton","Deng Adel","1"
"1172","Collin Sexton","John Holland","7.01799895891931"
"1173","Collin Sexton","Kobi Simmons","26.0296406860476"
"1174","Cedi Osman","Rodney Hood","16.3576860883366"
"1175","Cedi Osman","Tristan Thompson","7.97477354168826"
"1176","Cedi Osman","Larry Nance Jr.","11.0491191518246"
"1177","Cedi Osman","Kyle Korver","30.340569647426"
"1178","Cedi Osman","Ante Zizic","1"
"1179","Cedi Osman","George Hill","32.5169532818473"
"1180","Cedi Osman","JR Smith","1"
"1181","Cedi Osman","David Nwaba","18.8907004485394"
"1182","Cedi Osman","Sam Dekker","31.7307831152245"
"1183","Cedi Osman","Jalen Jones","14.6279295156444"
"1184","Cedi Osman","Jaron Blossomgame","7.01799895891931"
"1185","Cedi Osman","Channing Frye","39.3466211877448"
"1186","Cedi Osman","Patrick McCaw","18.7826289591969"
"1187","Cedi Osman","Deng Adel","7.01799895891931"
"1188","Cedi Osman","John Holland","1"
"1189","Cedi Osman","Kobi Simmons","19.9272866338542"
"1190","Cedi Osman","Dwyane Wade","32.0553239129903"
"1191","Cedi Osman","Jae Crowder","36.5158976268365"
"1192","Cedi Osman","Iman Shumpert","26.7377078419025"
"1193","Cedi Osman","LeBron James","18.8409798274676"
"1194","Cedi Osman","Isaiah Thomas","57.0985211593685"
"1195","Cedi Osman","Jose Calderon","52.558830121467"
"1196","Cedi Osman","Derrick Rose","36.7100846272027"
"1197","Cedi Osman","Jeff Green","53.0745442831587"
"1198","Rodney Hood","Tristan Thompson","23.1727241873942"
"1199","Rodney Hood","Larry Nance Jr.","37.9726113315601"
"1200","Rodney Hood","Kyle Korver","32.7083801318693"
"1201","Rodney Hood","Ante Zizic","16.3576860883366"
"1202","Rodney Hood","George Hill","38.0822971784601"
"1203","Rodney Hood","JR Smith","16.3576860883366"
"1204","Rodney Hood","David Nwaba","49.6913860181568"
"1205","Rodney Hood","Sam Dekker","60.2413652106154"
"1206","Rodney Hood","Jalen Jones","27.7511933073227"
"1207","Rodney Hood","Jaron Blossomgame","26.7553472534084"
"1208","Rodney Hood","Channing Frye","60.7938566474436"
"1209","Rodney Hood","Patrick McCaw","22.4294348703412"
"1210","Rodney Hood","Deng Adel","26.7553472534084"
"1211","Rodney Hood","John Holland","16.3576860883366"
"1212","Rodney Hood","Kobi Simmons","40.2579992612468"
"1213","Rodney Hood","Donovan Mitchell","34.5017389828057"
"1214","Rodney Hood","Rudy Gobert","13.2983269867366"
"1215","Rodney Hood","Ricky Rubio","28.3798670958578"
"1216","Rodney Hood","Joe Ingles","12.3586767507257"
"1217","Rodney Hood","Derrick Favors","15.1655993617005"
"1218","Rodney Hood","Alec Burks","15.1322123577418"
"1219","Rodney Hood","Dante Exum","12.3586767507257"
"1220","Rodney Hood","Tony Bradley","34.5017389828057"
"1221","Rodney Hood","Raul Neto","15.1744005834212"
"1222","Rodney Hood","Royce O'Neale","34.5017389828057"
"1223","Rodney Hood","Georges Niang","30.4628307387847"
"1224","Rodney Hood","Thabo Sefolosha","29.0689257530471"
"1225","Rodney Hood","Ekpe Udoh","43.762236164563"
"1226","Rodney Hood","Naz Mitrou-Long","34.5017389828057"
"1227","Rodney Hood","Jonas Jerebko","52.6265504099537"
"1228","Rodney Hood","Gordon Hayward","44.4556123067968"
"1229","Rodney Hood","Shelvin Mack","65.3799062111164"
"1230","Rodney Hood","Trey Lyles","48.1178347980148"
"1231","Rodney Hood","Trey Burke","59.6197775558888"
"1232","Rodney Hood","Enes Kanter","69.1057174897506"
"1233","Rodney Hood","Ian Clark","40.2482870643091"
"1234","Tristan Thompson","Larry Nance Jr.","14.2017036336213"
"1235","Tristan Thompson","Kyle Korver","19.2222186762392"
"1236","Tristan Thompson","Ante Zizic","7.97477354168826"
"1237","Tristan Thompson","George Hill","24.0861003308831"
"1238","Tristan Thompson","JR Smith","7.97477354168826"
"1239","Tristan Thompson","David Nwaba","24.2302113697258"
"1240","Tristan Thompson","Sam Dekker","33.5812232010031"
"1241","Tristan Thompson","Jalen Jones","25.4548020516288"
"1242","Tristan Thompson","Jaron Blossomgame","23.278428479888"
"1243","Tristan Thompson","Channing Frye","26.0716113379043"
"1244","Tristan Thompson","Patrick McCaw","17.9549638329217"
"1245","Tristan Thompson","Deng Adel","23.278428479888"
"1246","Tristan Thompson","John Holland","7.97477354168826"
"1247","Tristan Thompson","Kobi Simmons","21.1509398348702"
"1248","Tristan Thompson","Dwyane Wade","24.7878501555684"
"1249","Tristan Thompson","Jae Crowder","29.4833454503231"
"1250","Tristan Thompson","Iman Shumpert","19.765062253308"
"1251","Tristan Thompson","LeBron James","16.6174814227095"
"1252","Tristan Thompson","Isaiah Thomas","45.3071755728631"
"1253","Tristan Thompson","Jose Calderon","33.4601370545272"
"1254","Tristan Thompson","Derrick Rose","37.3718567541297"
"1255","Tristan Thompson","Jeff Green","33.7789981501426"
"1256","Tristan Thompson","Kyrie Irving","33.3839472074508"
"1257","Tristan Thompson","Jordan McRae","27.6781915519903"
"1258","Tristan Thompson","Joe Harris","43.3082243373111"
"1259","Tristan Thompson","Dion Waiters","28.2540181014256"
"1260","Tristan Thompson","Tyler Zeller","54.7242650024623"
"1261","Tristan Thompson","CJ Miles","48.7925877081265"
"1262","Tristan Thompson","Omri Casspi","57.3173675776418"
"1263","Tristan Thompson","Jon Leuer","41.7719936455245"
"1264","Larry Nance Jr.","Kyle Korver","31.1768579327013"
"1265","Larry Nance Jr.","Ante Zizic","11.0491191518246"
"1266","Larry Nance Jr.","George Hill","53.4364226280328"
"1267","Larry Nance Jr.","JR Smith","11.0491191518246"
"1268","Larry Nance Jr.","David Nwaba","21.6666475068234"
"1269","Larry Nance Jr.","Sam Dekker","22.1365104981282"
"1270","Larry Nance Jr.","Jalen Jones","18.3267385933053"
"1271","Larry Nance Jr.","Jaron Blossomgame","19.6673096025913"
"1272","Larry Nance Jr.","Channing Frye","45.3631170036045"
"1273","Larry Nance Jr.","Patrick McCaw","14.3689269649122"
"1274","Larry Nance Jr.","Deng Adel","19.6673096025913"
"1275","Larry Nance Jr.","John Holland","11.0491191518246"
"1276","Larry Nance Jr.","Kobi Simmons","38.7710865589682"
"1277","Larry Nance Jr.","Kyle Kuzma","15.97055658635"
"1278","Larry Nance Jr.","Brandon Ingram","9.86794902723171"
"1279","Larry Nance Jr.","Kentavious Caldwell-Pope","27.4168552741285"
"1280","Larry Nance Jr.","Lonzo Ball","15.97055658635"
"1281","Larry Nance Jr.","Alex Caruso","15.97055658635"
"1282","Larry Nance Jr.","Ivica Zubac","9.86794902723171"
"1283","Larry Nance Jr.","Josh Hart","15.97055658635"
"1284","Larry Nance Jr.","Andre Ingram","15.97055658635"
"1285","Larry Nance Jr.","Julius Randle","19.799043755068"
"1286","Larry Nance Jr.","Corey Brewer","62.6649079584304"
"1287","Larry Nance Jr.","Luol Deng","34.2396594416523"
