"","1","2","weight"
"1","Damian Lillard","CJ McCollum",6
"2","Damian Lillard","Jusuf Nurkic",2
"3","Damian Lillard","Al-Farouq Aminu",4
"4","Damian Lillard","Seth Curry",1
"5","Damian Lillard","Maurice Harkless",4
"6","Damian Lillard","Jake Layman",3
"7","Damian Lillard","Evan Turner",3
"8","Damian Lillard","Zach Collins",2
"9","Damian Lillard","Nik Stauskas",1
"10","Damian Lillard","Meyers Leonard",7
"11","Damian Lillard","Anfernee Simons",1
"12","Damian Lillard","Gary Trent Jr.",1
"13","Damian Lillard","Caleb Swanigan",2
"14","Damian Lillard","Wade Baldwin IV",2
"15","Damian Lillard","Pat Connaughton",3
"16","Damian Lillard","Noah Vonleh",3
"17","Damian Lillard","Shabazz Napier",2
"18","Damian Lillard","Ed Davis",3
"19","Damian Lillard","Allen Crabbe",4
"20","Damian Lillard","Mason Plumlee",2
"21","Damian Lillard","Tim Frazier",1
"22","Damian Lillard","Robin Lopez",2
"23","Damian Lillard","Nicolas Batum",3
"24","Damian Lillard","Wesley Matthews",3
"25","Damian Lillard","Will Barton",3
"26","Damian Lillard","LaMarcus Aldridge",3
"27","CJ McCollum","Jusuf Nurkic",2
"28","CJ McCollum","Al-Farouq Aminu",4
"29","CJ McCollum","Seth Curry",1
"30","CJ McCollum","Maurice Harkless",4
"31","CJ McCollum","Jake Layman",3
"32","CJ McCollum","Evan Turner",3
"33","CJ McCollum","Zach Collins",2
"34","CJ McCollum","Nik Stauskas",1
"35","CJ McCollum","Meyers Leonard",6
"36","CJ McCollum","Anfernee Simons",1
"37","CJ McCollum","Gary Trent Jr.",1
"38","CJ McCollum","Caleb Swanigan",2
"39","CJ McCollum","Wade Baldwin IV",2
"40","CJ McCollum","Pat Connaughton",3
"41","CJ McCollum","Noah Vonleh",3
"42","CJ McCollum","Shabazz Napier",2
"43","CJ McCollum","Ed Davis",3
"44","CJ McCollum","Allen Crabbe",4
"45","CJ McCollum","Mason Plumlee",2
"46","CJ McCollum","Tim Frazier",1
"47","CJ McCollum","Robin Lopez",2
"48","CJ McCollum","Nicolas Batum",2
"49","CJ McCollum","Wesley Matthews",2
"50","CJ McCollum","Will Barton",2
"51","CJ McCollum","LaMarcus Aldridge",2
"52","Jusuf Nurkic","Al-Farouq Aminu",2
"53","Jusuf Nurkic","Seth Curry",1
"54","Jusuf Nurkic","Maurice Harkless",2
"55","Jusuf Nurkic","Jake Layman",2
"56","Jusuf Nurkic","Evan Turner",2
"57","Jusuf Nurkic","Zach Collins",2
"58","Jusuf Nurkic","Nik Stauskas",1
"59","Jusuf Nurkic","Meyers Leonard",2
"60","Jusuf Nurkic","Anfernee Simons",1
"61","Jusuf Nurkic","Gary Trent Jr.",1
"62","Jusuf Nurkic","Caleb Swanigan",2
"63","Jusuf Nurkic","Wade Baldwin IV",2
"64","Jusuf Nurkic","Pat Connaughton",1
"65","Jusuf Nurkic","Noah Vonleh",1
"66","Jusuf Nurkic","Shabazz Napier",1
"67","Jusuf Nurkic","Ed Davis",1
"68","Jusuf Nurkic","Danilo Gallinari",3
"69","Jusuf Nurkic","Emmanuel Mudiay",2
"70","Jusuf Nurkic","Kenneth Faried",3
"71","Jusuf Nurkic","Nikola Jokic",2
"72","Jusuf Nurkic","Jamal Murray",1
"73","Jusuf Nurkic","Gary Harris",3
"74","Jusuf Nurkic","Will Barton",2
"75","Jusuf Nurkic","Malik Beasley",1
"76","Jusuf Nurkic","Wilson Chandler",2
"77","Jusuf Nurkic","JaVale McGee",1
"78","Al-Farouq Aminu","Seth Curry",1
"79","Al-Farouq Aminu","Maurice Harkless",4
"80","Al-Farouq Aminu","Jake Layman",3
"81","Al-Farouq Aminu","Evan Turner",3
"82","Al-Farouq Aminu","Zach Collins",2
"83","Al-Farouq Aminu","Nik Stauskas",1
"84","Al-Farouq Aminu","Meyers Leonard",4
"85","Al-Farouq Aminu","Anfernee Simons",1
"86","Al-Farouq Aminu","Gary Trent Jr.",1
"87","Al-Farouq Aminu","Caleb Swanigan",2
"88","Al-Farouq Aminu","Wade Baldwin IV",2
"89","Al-Farouq Aminu","Pat Connaughton",3
"90","Al-Farouq Aminu","Noah Vonleh",3
"91","Al-Farouq Aminu","Shabazz Napier",2
"92","Al-Farouq Aminu","Ed Davis",3
"93","Al-Farouq Aminu","Allen Crabbe",2
"94","Al-Farouq Aminu","Mason Plumlee",2
"95","Al-Farouq Aminu","Tim Frazier",1
"96","Al-Farouq Aminu","Chandler Parsons",1
"97","Al-Farouq Aminu","Jae Crowder",1
"98","Al-Farouq Aminu","Dirk Nowitzki",1
"99","Al-Farouq Aminu","Devin Harris",1
"100","Al-Farouq Aminu","Tyson Chandler",1
"101","Al-Farouq Aminu","Raymond Felton",1
"102","Al-Farouq Aminu","Lance Thomas",3
"103","Al-Farouq Aminu","Tyreke Evans",1
"104","Al-Farouq Aminu","Anthony Davis",2
"105","Al-Farouq Aminu","Jrue Holiday",1
"106","Al-Farouq Aminu","Darius Miller",2
"107","Al-Farouq Aminu","Eric Gordon",4
"108","Al-Farouq Aminu","Ryan Anderson",2
"109","Al-Farouq Aminu","Austin Rivers",2
"110","Al-Farouq Aminu","Jason Smith",3
"111","Al-Farouq Aminu","Robin Lopez",1
"112","Al-Farouq Aminu","Marco Belinelli",1
"113","Al-Farouq Aminu","Trevor Ariza",1
"114","Al-Farouq Aminu","Eric Bledsoe",1
"115","Al-Farouq Aminu","DeAndre Jordan",1
"116","Al-Farouq Aminu","Blake Griffin",1
"117","Seth Curry","Maurice Harkless",1
"118","Seth Curry","Jake Layman",1
"119","Seth Curry","Evan Turner",1
"120","Seth Curry","Zach Collins",1
"121","Seth Curry","Nik Stauskas",1
"122","Seth Curry","Meyers Leonard",1
"123","Seth Curry","Anfernee Simons",1
"124","Seth Curry","Gary Trent Jr.",1
"125","Seth Curry","Caleb Swanigan",1
"126","Seth Curry","Wade Baldwin IV",1
"127","Seth Curry","Justin Anderson",1
"128","Seth Curry","Harrison Barnes",1
"129","Seth Curry","Wesley Matthews",1
"130","Seth Curry","Dwight Powell",1
"131","Seth Curry","Dorian Finney-Smith",1
"132","Seth Curry","Dirk Nowitzki",1
"133","Seth Curry","Devin Harris",1
"134","Seth Curry","Salah Mejri",1
"135","Seth Curry","Quincy Acy",2
"136","Seth Curry","Quinn Cook",1
"137","Seth Curry","Andrew Bogut",1
"138","Seth Curry","Omri Casspi",1
"139","Seth Curry","Willie Cauley-Stein",1
"140","Seth Curry","Ben McLemore",1
"141","Seth Curry","Kosta Koufos",2
"142","Seth Curry","Rajon Rondo",1
"143","Seth Curry","Darren Collison",1
"144","Seth Curry","Rudy Gay",1
"145","Seth Curry","Marco Belinelli",1
"146","Seth Curry","Eric Moreland",1
"147","Seth Curry","DeMarcus Cousins",1
"148","Seth Curry","Eric Bledsoe",1
"149","Seth Curry","Marcus Morris",1
"150","Seth Curry","Alex Len",1
"151","Seth Curry","Miles Plumlee",1
"152","Seth Curry","Goran Dragic",1
"153","Seth Curry","Isaiah Thomas",1
"154","Seth Curry","Gerald Green",1
"155","Seth Curry","PJ Tucker",1
"156","Seth Curry","Anthony Tolliver",1
"157","Seth Curry","Markieff Morris",1
"158","Seth Curry","Mike Conley",1
"159","Seth Curry","Marc Gasol",1
"160","Seth Curry","James Johnson",1
"161","Seth Curry","Ed Davis",1
"162","Seth Curry","Jon Leuer",1
"163","Seth Curry","Quincy Pondexter",1
"164","Maurice Harkless","Jake Layman",3
"165","Maurice Harkless","Evan Turner",3
"166","Maurice Harkless","Zach Collins",2
"167","Maurice Harkless","Nik Stauskas",1
"168","Maurice Harkless","Meyers Leonard",4
"169","Maurice Harkless","Anfernee Simons",1
"170","Maurice Harkless","Gary Trent Jr.",1
"171","Maurice Harkless","Caleb Swanigan",2
"172","Maurice Harkless","Wade Baldwin IV",2
"173","Maurice Harkless","Pat Connaughton",3
"174","Maurice Harkless","Noah Vonleh",3
"175","Maurice Harkless","Shabazz Napier",2
"176","Maurice Harkless","Ed Davis",3
"177","Maurice Harkless","Allen Crabbe",2
"178","Maurice Harkless","Mason Plumlee",2
"179","Maurice Harkless","Tim Frazier",1
"180","Maurice Harkless","Channing Frye",1
"181","Maurice Harkless","Tobias Harris",2
"182","Maurice Harkless","Dewayne Dedmon",1
"183","Maurice Harkless","Nikola Vucevic",3
"184","Maurice Harkless","Aaron Gordon",1
"185","Maurice Harkless","Evan Fournier",1
"186","Maurice Harkless","Victor Oladipo",2
"187","Maurice Harkless","Kyle O'Quinn",3
"188","Maurice Harkless","Elfrid Payton",1
"189","Maurice Harkless","E'Twaun Moore",2
"190","Maurice Harkless","Ish Smith",1
"191","Maurice Harkless","JJ Redick",1
"192","Jake Layman","Evan Turner",3
"193","Jake Layman","Zach Collins",2
"194","Jake Layman","Nik Stauskas",1
"195","Jake Layman","Meyers Leonard",3
"196","Jake Layman","Anfernee Simons",1
"197","Jake Layman","Gary Trent Jr.",1
"198","Jake Layman","Caleb Swanigan",2
"199","Jake Layman","Wade Baldwin IV",2
"200","Jake Layman","Pat Connaughton",2
"201","Jake Layman","Noah Vonleh",2
"202","Jake Layman","Shabazz Napier",2
"203","Jake Layman","Ed Davis",2
"204","Jake Layman","Allen Crabbe",1
"205","Jake Layman","Mason Plumlee",1
"206","Evan Turner","Zach Collins",2
"207","Evan Turner","Nik Stauskas",1
"208","Evan Turner","Meyers Leonard",3
"209","Evan Turner","Anfernee Simons",1
"210","Evan Turner","Gary Trent Jr.",1
"211","Evan Turner","Caleb Swanigan",2
"212","Evan Turner","Wade Baldwin IV",2
"213","Evan Turner","Pat Connaughton",2
"214","Evan Turner","Noah Vonleh",2
"215","Evan Turner","Shabazz Napier",2
"216","Evan Turner","Ed Davis",2
"217","Evan Turner","Allen Crabbe",1
"218","Evan Turner","Mason Plumlee",1
"219","Evan Turner","RJ Hunter",1
"220","Evan Turner","Terry Rozier",1
"221","Evan Turner","Marcus Smart",2
"222","Evan Turner","Avery Bradley",2
"223","Evan Turner","Tyler Zeller",2
"224","Evan Turner","Kelly Olynyk",2
"225","Evan Turner","Jae Crowder",1
"226","Evan Turner","Isaiah Thomas",1
"227","Evan Turner","Amir Johnson",1
"228","Evan Turner","Jonas Jerebko",1
"229","Evan Turner","Rajon Rondo",1
"230","Evan Turner","Dwight Powell",1
"231","Evan Turner","Jeff Green",1
"232","Evan Turner","Thaddeus Young",4
"233","Evan Turner","Lorenzo Brown",1
"234","Evan Turner","Michael Carter-Williams",1
"235","Evan Turner","Justin Holiday",1
"236","Evan Turner","Nick Young",1
"237","Evan Turner","Jrue Holiday",3
"238","Evan Turner","Nikola Vucevic",1
"239","Evan Turner","Jodie Meeks",2
"240","Evan Turner","Andre Iguodala",2
"241","Zach Collins","Nik Stauskas",1
"242","Zach Collins","Meyers Leonard",2
"243","Zach Collins","Anfernee Simons",1
"244","Zach Collins","Gary Trent Jr.",1
"245","Zach Collins","Caleb Swanigan",2
"246","Zach Collins","Wade Baldwin IV",2
"247","Zach Collins","Pat Connaughton",1
"248","Zach Collins","Noah Vonleh",1
"249","Zach Collins","Shabazz Napier",1
"250","Zach Collins","Ed Davis",1
"251","Nik Stauskas","Meyers Leonard",1
"252","Nik Stauskas","Anfernee Simons",1
"253","Nik Stauskas","Gary Trent Jr.",1
"254","Nik Stauskas","Caleb Swanigan",1
"255","Nik Stauskas","Wade Baldwin IV",1
"256","Nik Stauskas","Justin Anderson",1
"257","Nik Stauskas","Jahlil Okafor",3
"258","Nik Stauskas","Joel Embiid",2
"259","Nik Stauskas","JJ Redick",1
"260","Nik Stauskas","Ben Simmons",1
"261","Nik Stauskas","Robert Covington",3
"262","Nik Stauskas","Dario Saric",2
"263","Nik Stauskas","Markelle Fultz",1
"264","Nik Stauskas","T.J. McConnell",1
"265","Nik Stauskas","Furkan Korkmaz",1
"266","Nik Stauskas","Amir Johnson",1
"267","Nik Stauskas","Richaun Holmes",3
"268","Nik Stauskas","Timothe Luwawu-Cabarrot",1
"269","Nik Stauskas","Jerryd Bayless",2
"270","Nik Stauskas","Alex Poythress",1
"271","Nik Stauskas","Jerami Grant",2
"272","Nik Stauskas","Nerlens Noel",2
"273","Nik Stauskas","Chasson Randle",1
"274","Nik Stauskas","Christian Wood",1
"275","Nik Stauskas","JaKarr Sampson",1
"276","Nik Stauskas","Isaiah Canaan",1
"277","Nik Stauskas","Omri Casspi",1
"278","Nik Stauskas","Ben McLemore",1
"279","Nik Stauskas","Darren Collison",1
"280","Nik Stauskas","Rudy Gay",1
"281","Nik Stauskas","Eric Moreland",1
"282","Nik Stauskas","DeMarcus Cousins",1
"283","Meyers Leonard","Anfernee Simons",1
"284","Meyers Leonard","Gary Trent Jr.",1
"285","Meyers Leonard","Caleb Swanigan",2
"286","Meyers Leonard","Wade Baldwin IV",2
"287","Meyers Leonard","Pat Connaughton",3
"288","Meyers Leonard","Noah Vonleh",3
"289","Meyers Leonard","Shabazz Napier",2
"290","Meyers Leonard","Ed Davis",3
"291","Meyers Leonard","Allen Crabbe",4
"292","Meyers Leonard","Mason Plumlee",2
"293","Meyers Leonard","Tim Frazier",1
"294","Meyers Leonard","Robin Lopez",2
"295","Meyers Leonard","Nicolas Batum",3
"296","Meyers Leonard","Wesley Matthews",3
"297","Meyers Leonard","Will Barton",3
"298","Meyers Leonard","LaMarcus Aldridge",3
"299","Anfernee Simons","Gary Trent Jr.",1
"300","Anfernee Simons","Caleb Swanigan",1
"301","Anfernee Simons","Wade Baldwin IV",1
"302","Gary Trent Jr.","Caleb Swanigan",1
"303","Gary Trent Jr.","Wade Baldwin IV",1
"304","Caleb Swanigan","Wade Baldwin IV",2
"305","Caleb Swanigan","Pat Connaughton",1
"306","Caleb Swanigan","Noah Vonleh",1
"307","Caleb Swanigan","Shabazz Napier",1
"308","Caleb Swanigan","Ed Davis",1
"309","Wade Baldwin IV","Pat Connaughton",1
"310","Wade Baldwin IV","Noah Vonleh",1
"311","Wade Baldwin IV","Shabazz Napier",1
"312","Wade Baldwin IV","Ed Davis",1
"313","Giannis Antetokounmpo","Khris Middleton",6
"314","Giannis Antetokounmpo","Eric Bledsoe",1
"315","Giannis Antetokounmpo","Malcolm Brogdon",3
"316","Giannis Antetokounmpo","Brook Lopez",1
"317","Giannis Antetokounmpo","Christian Wood",1
"318","Giannis Antetokounmpo","Pat Connaughton",1
"319","Giannis Antetokounmpo","Ersan Ilyasova",3
"320","Giannis Antetokounmpo","Sterling Brown",2
"321","Giannis Antetokounmpo","Tony Snell",3
"322","Giannis Antetokounmpo","Matthew Dellavedova",3
"323","Giannis Antetokounmpo","D.J. Wilson",2
"324","Giannis Antetokounmpo","John Henson",6
"325","Giannis Antetokounmpo","Thon Maker",3
"326","Giannis Antetokounmpo","Bonzie Colson",1
"327","Giannis Antetokounmpo","Donte DiVincenzo",1
"328","Giannis Antetokounmpo","Jaylen Morris",1
"329","Giannis Antetokounmpo","Trevon Duval",1
"330","Giannis Antetokounmpo","Jabari Parker",4
"331","Giannis Antetokounmpo","Greg Monroe",3
"332","Giannis Antetokounmpo","Gary Payton II",2
"333","Giannis Antetokounmpo","Miles Plumlee",2
"334","Giannis Antetokounmpo","Michael Beasley",1
"335","Giannis Antetokounmpo","Michael Carter-Williams",1
"336","Giannis Antetokounmpo","Jerryd Bayless",2
"337","Giannis Antetokounmpo","Jared Dudley",1
"338","Giannis Antetokounmpo","Zaza Pachulia",2
"339","Giannis Antetokounmpo","Brandon Knight",2
"340","Giannis Antetokounmpo","DJ Stephens",1
"341","Giannis Antetokounmpo","Ekpe Udoh",1
"342","Khris Middleton","Eric Bledsoe",1
"343","Khris Middleton","Malcolm Brogdon",3
"344","Khris Middleton","Brook Lopez",1
"345","Khris Middleton","Christian Wood",1
"346","Khris Middleton","Pat Connaughton",1
"347","Khris Middleton","Ersan Ilyasova",3
"348","Khris Middleton","Sterling Brown",2
"349","Khris Middleton","Tony Snell",3
"350","Khris Middleton","Matthew Dellavedova",3
"351","Khris Middleton","D.J. Wilson",2
"352","Khris Middleton","John Henson",6
"353","Khris Middleton","Thon Maker",3
"354","Khris Middleton","Bonzie Colson",1
"355","Khris Middleton","Donte DiVincenzo",1
"356","Khris Middleton","Jaylen Morris",1
"357","Khris Middleton","Trevon Duval",1
"358","Khris Middleton","Jabari Parker",4
"359","Khris Middleton","Greg Monroe",4
"360","Khris Middleton","Gary Payton II",2
"361","Khris Middleton","Miles Plumlee",2
"362","Khris Middleton","Michael Beasley",1
"363","Khris Middleton","Michael Carter-Williams",1
"364","Khris Middleton","Jerryd Bayless",2
"365","Khris Middleton","Jared Dudley",1
"366","Khris Middleton","Zaza Pachulia",2
"367","Khris Middleton","Brandon Knight",3
"368","Khris Middleton","DJ Stephens",1
"369","Khris Middleton","Ekpe Udoh",1
"370","Khris Middleton","Andre Drummond",1
"371","Khris Middleton","Jonas Jerebko",1
"372","Eric Bledsoe","Malcolm Brogdon",1
"373","Eric Bledsoe","Brook Lopez",1
"374","Eric Bledsoe","Christian Wood",1
"375","Eric Bledsoe","Pat Connaughton",1
"376","Eric Bledsoe","Ersan Ilyasova",1
"377","Eric Bledsoe","Sterling Brown",1
"378","Eric Bledsoe","Tony Snell",1
"379","Eric Bledsoe","Matthew Dellavedova",1
"380","Eric Bledsoe","D.J. Wilson",1
"381","Eric Bledsoe","John Henson",1
"382","Eric Bledsoe","Thon Maker",1
"383","Eric Bledsoe","Bonzie Colson",1
"384","Eric Bledsoe","Donte DiVincenzo",1
"385","Eric Bledsoe","Jaylen Morris",1
"386","Eric Bledsoe","Trevon Duval",1
"387","Eric Bledsoe","Shaquille Harrison",1
"388","Eric Bledsoe","Tyler Ulis",2
"389","Eric Bledsoe","Alex Len",5
"390","Eric Bledsoe","Derrick Jones Jr.",1
"391","Eric Bledsoe","Jared Dudley",2
"392","Eric Bledsoe","Alan Williams",3
"393","Eric Bledsoe","Davon Reed",1
"394","Eric Bledsoe","Marquese Chriss",2
"395","Eric Bledsoe","Devin Booker",3
"396","Eric Bledsoe","Josh Jackson",1
"397","Eric Bledsoe","Troy Daniels",1
"398","Eric Bledsoe","Dragan Bender",2
"399","Eric Bledsoe","Tyson Chandler",3
"400","Eric Bledsoe","PJ Tucker",4
"401","Eric Bledsoe","Brandon Knight",2
"402","Eric Bledsoe","John Jenkins",1
"403","Eric Bledsoe","Jon Leuer",1
"404","Eric Bledsoe","Lorenzo Brown",1
"405","Eric Bledsoe","Markieff Morris",3
"406","Eric Bledsoe","Jordan McRae",1
"407","Eric Bledsoe","Marcus Morris",2
"408","Eric Bledsoe","Miles Plumlee",2
"409","Eric Bledsoe","Goran Dragic",2
"410","Eric Bledsoe","Isaiah Thomas",1
"411","Eric Bledsoe","Gerald Green",2
"412","Eric Bledsoe","Anthony Tolliver",1
"413","Eric Bledsoe","Channing Frye",1
"414","Eric Bledsoe","Ish Smith",1
"415","Eric Bledsoe","DeAndre Jordan",3
"416","Eric Bledsoe","Blake Griffin",3
"417","Eric Bledsoe","Chris Paul",2
"418","Eric Bledsoe","Jamal Crawford",1
"419","Eric Bledsoe","Eric Gordon",1
"420","Malcolm Brogdon","Brook Lopez",1
"421","Malcolm Brogdon","Christian Wood",1
"422","Malcolm Brogdon","Pat Connaughton",1
"423","Malcolm Brogdon","Ersan Ilyasova",1
"424","Malcolm Brogdon","Sterling Brown",2
"425","Malcolm Brogdon","Tony Snell",3
"426","Malcolm Brogdon","Matthew Dellavedova",3
"427","Malcolm Brogdon","D.J. Wilson",2
"428","Malcolm Brogdon","John Henson",3
"429","Malcolm Brogdon","Thon Maker",3
"430","Malcolm Brogdon","Bonzie Colson",1
"431","Malcolm Brogdon","Donte DiVincenzo",1
"432","Malcolm Brogdon","Jaylen Morris",1
"433","Malcolm Brogdon","Trevon Duval",1
"434","Malcolm Brogdon","Jabari Parker",2
"435","Malcolm Brogdon","Greg Monroe",2
"436","Malcolm Brogdon","Gary Payton II",2
"437","Malcolm Brogdon","Miles Plumlee",1
"438","Malcolm Brogdon","Michael Beasley",1
"439","Brook Lopez","Christian Wood",1
"440","Brook Lopez","Pat Connaughton",1
"441","Brook Lopez","Ersan Ilyasova",1
"442","Brook Lopez","Sterling Brown",1
"443","Brook Lopez","Tony Snell",1
"444","Brook Lopez","Matthew Dellavedova",1
"445","Brook Lopez","D.J. Wilson",1
"446","Brook Lopez","John Henson",1
"447","Brook Lopez","Thon Maker",1
"448","Brook Lopez","Bonzie Colson",1
"449","Brook Lopez","Donte DiVincenzo",1
"450","Brook Lopez","Jaylen Morris",1
"451","Brook Lopez","Trevon Duval",1
"452","Brook Lopez","Jordan Clarkson",1
"453","Brook Lopez","Larry Nance Jr.",1
"454","Brook Lopez","Kyle Kuzma",1
"455","Brook Lopez","Brandon Ingram",1
"456","Brook Lopez","Kentavious Caldwell-Pope",1
"457","Brook Lopez","Lonzo Ball",1
"458","Brook Lopez","Alex Caruso",1
"459","Brook Lopez","Ivica Zubac",1
"460","Brook Lopez","Josh Hart",1
"461","Brook Lopez","Andre Ingram",1
"462","Brook Lopez","Julius Randle",1
"463","Brook Lopez","Corey Brewer",1
"464","Brook Lopez","Luol Deng",1
"465","Brook Lopez","Andrew Bogut",1
"466","Brook Lopez","Thomas Bryant",1
"467","Brook Lopez","Jeremy Lin",1
"468","Brook Lopez","Yogi Ferrell",1
"469","Brook Lopez","Spencer Dinwiddie",1
"470","Brook Lopez","Joe Harris",1
"471","Brook Lopez","Caris LeVert",1
"472","Brook Lopez","Rondae Hollis-Jefferson",2
"473","Brook Lopez","Bojan Bogdanovic",3
"474","Brook Lopez","Wayne Ellington",1
"475","Brook Lopez","Thaddeus Young",1
"476","Brook Lopez","Mason Plumlee",2
"477","Brook Lopez","Shaun Livingston",1
"478","Brook Lopez","MarShon Brooks",2
"479","Brook Lopez","Gerald Green",1
"480","Brook Lopez","Derrick Favors",1
"481","Brook Lopez","Devin Harris",3
"482","Brook Lopez","Courtney Lee",1
"483","Brook Lopez","Vince Carter",1
"484","Brook Lopez","Ryan Anderson",1
"485","Christian Wood","Pat Connaughton",1
"486","Christian Wood","Ersan Ilyasova",1
"487","Christian Wood","Sterling Brown",1
"488","Christian Wood","Tony Snell",1
"489","Christian Wood","Matthew Dellavedova",1
"490","Christian Wood","D.J. Wilson",1
"491","Christian Wood","John Henson",1
"492","Christian Wood","Thon Maker",1
"493","Christian Wood","Bonzie Colson",1
"494","Christian Wood","Donte DiVincenzo",1
"495","Christian Wood","Jaylen Morris",1
"496","Christian Wood","Trevon Duval",1
"497","Christian Wood","Kemba Walker",1
"498","Christian Wood","Jeremy Lamb",1
"499","Christian Wood","Cody Zeller",1
"500","Christian Wood","Marvin Williams",1
"501","Christian Wood","Nicolas Batum",1
"502","Christian Wood","Frank Kaminsky",1
"503","Christian Wood","Michael Kidd-Gilchrist",1
"504","Christian Wood","Treveon Graham",1
"505","Christian Wood","Marco Belinelli",1
"506","Christian Wood","JaKarr Sampson",1
"507","Christian Wood","Jahlil Okafor",1
"508","Christian Wood","Robert Covington",1
"509","Christian Wood","Richaun Holmes",1
"510","Christian Wood","Isaiah Canaan",1
"511","Christian Wood","Jerami Grant",1
"512","Christian Wood","Nerlens Noel",1
"513","Pat Connaughton","Ersan Ilyasova",1
"514","Pat Connaughton","Sterling Brown",1
"515","Pat Connaughton","Tony Snell",1
"516","Pat Connaughton","Matthew Dellavedova",1
"517","Pat Connaughton","D.J. Wilson",1
"518","Pat Connaughton","John Henson",1
"519","Pat Connaughton","Thon Maker",1
"520","Pat Connaughton","Bonzie Colson",1
"521","Pat Connaughton","Donte DiVincenzo",1
"522","Pat Connaughton","Jaylen Morris",1
"523","Pat Connaughton","Trevon Duval",1
"524","Pat Connaughton","Noah Vonleh",3
"525","Pat Connaughton","Shabazz Napier",2
"526","Pat Connaughton","Ed Davis",3
"527","Pat Connaughton","Allen Crabbe",2
"528","Pat Connaughton","Mason Plumlee",2
"529","Pat Connaughton","Tim Frazier",1
"530","Ersan Ilyasova","Sterling Brown",1
"531","Ersan Ilyasova","Tony Snell",1
"532","Ersan Ilyasova","Matthew Dellavedova",1
"533","Ersan Ilyasova","D.J. Wilson",1
"534","Ersan Ilyasova","John Henson",4
"535","Ersan Ilyasova","Thon Maker",1
"536","Ersan Ilyasova","Bonzie Colson",1
"537","Ersan Ilyasova","Donte DiVincenzo",1
"538","Ersan Ilyasova","Jaylen Morris",2
"539","Ersan Ilyasova","Trevon Duval",1
"540","Ersan Ilyasova","John Collins",1
"541","Ersan Ilyasova","Taurean Prince",1
"542","Ersan Ilyasova","Kent Bazemore",1
"543","Ersan Ilyasova","Dewayne Dedmon",1
"544","Ersan Ilyasova","DeAndre' Bembry",1
"545","Ersan Ilyasova","Tyler Dorsey",1
"546","Ersan Ilyasova","Miles Plumlee",1
"547","Ersan Ilyasova","Tyler Cavanaugh",1
"548","Ersan Ilyasova","Mike Muscala",1
"549","Ersan Ilyasova","Marco Belinelli",1
"550","Ersan Ilyasova","Dennis Schroder",1
"551","Ersan Ilyasova","Damion Lee",1
"552","Ersan Ilyasova","Cameron Payne",1
"553","Ersan Ilyasova","Enes Kanter",1
"554","Ersan Ilyasova","Victor Oladipo",1
"555","Ersan Ilyasova","Domantas Sabonis",1
"556","Ersan Ilyasova","Russell Westbrook",1
"557","Ersan Ilyasova","Steven Adams",1
"558","Ersan Ilyasova","Alex Abrines",1
"559","Ersan Ilyasova","Marcus Morris",1
"560","Ersan Ilyasova","Aron Baynes",1
"561","Ersan Ilyasova","Kentavious Caldwell-Pope",1
"562","Ersan Ilyasova","Spencer Dinwiddie",1
"563","Ersan Ilyasova","Andre Drummond",1
"564","Ersan Ilyasova","Reggie Jackson",1
"565","Ersan Ilyasova","Reggie Bullock",1
"566","Ersan Ilyasova","Stanley Johnson",1
"567","Ersan Ilyasova","Jodie Meeks",2
"568","Ersan Ilyasova","Anthony Tolliver",1
"569","Ersan Ilyasova","Jabari Parker",1
"570","Ersan Ilyasova","Jared Dudley",1
"571","Ersan Ilyasova","Zaza Pachulia",2
"572","Ersan Ilyasova","Brandon Knight",2
"573","Ersan Ilyasova","Jerryd Bayless",1
"574","Ersan Ilyasova","DJ Stephens",1
"575","Ersan Ilyasova","Ekpe Udoh",2
"576","Ersan Ilyasova","Tobias Harris",2
"577","Ersan Ilyasova","Luc Mbah a Moute",4
"578","Ersan Ilyasova","Jon Leuer",1
"579","Ersan Ilyasova","Shaun Livingston",1
"580","Ersan Ilyasova","Andrew Bogut",4
"581","Sterling Brown","Tony Snell",2
"582","Sterling Brown","Matthew Dellavedova",2
"583","Sterling Brown","D.J. Wilson",2
"584","Sterling Brown","John Henson",2
"585","Sterling Brown","Thon Maker",2
"586","Sterling Brown","Bonzie Colson",1
"587","Sterling Brown","Donte DiVincenzo",1
"588","Sterling Brown","Jaylen Morris",1
"589","Sterling Brown","Trevon Duval",1
"590","Sterling Brown","Jabari Parker",1
"591","Sterling Brown","Greg Monroe",1
"592","Sterling Brown","Gary Payton II",1
"593","Tony Snell","Matthew Dellavedova",3
"594","Tony Snell","D.J. Wilson",2
"595","Tony Snell","John Henson",3
"596","Tony Snell","Thon Maker",3
"597","Tony Snell","Bonzie Colson",1
"598","Tony Snell","Donte DiVincenzo",1
"599","Tony Snell","Jaylen Morris",1
"600","Tony Snell","Trevon Duval",1
"601","Tony Snell","Jabari Parker",2
"602","Tony Snell","Greg Monroe",2
"603","Tony Snell","Gary Payton II",2
"604","Tony Snell","Miles Plumlee",1
"605","Tony Snell","Michael Beasley",1
"606","Tony Snell","Bobby Portis",1
"607","Tony Snell","Cristiano Felicio",1
"608","Tony Snell","Joakim Noah",3
"609","Tony Snell","Doug McDermott",2
"610","Tony Snell","Nikola Mirotic",2
"611","Tony Snell","E'Twaun Moore",2
"612","Tony Snell","Pau Gasol",2
