"","1","2","weight"
"6672","Serge Ibaka","Malcolm Miller",2
"6673","Serge Ibaka","Chris Boucher",1
"6674","Serge Ibaka","Jordan Loyd",1
"6675","Serge Ibaka","Lorenzo Brown",2
"6676","Serge Ibaka","Malachi Richardson",1
"6677","Serge Ibaka","DeMar DeRozan",1
"6678","Serge Ibaka","Jakob Poeltl",1
"6679","Serge Ibaka","Alfonzo McKinnie",1
"6680","Serge Ibaka","Jeff Green",3
"6681","Serge Ibaka","Russell Westbrook",7
"6682","Serge Ibaka","Steven Adams",3
"6683","Serge Ibaka","Kevin Durant",7
"6684","Serge Ibaka","James Harden",3
"6685","Serge Ibaka","Shaun Livingston",1
"6686","Kyle Lowry","Fred VanVleet",3
"6687","Kyle Lowry","Danny Green",1
"6688","Kyle Lowry","Delon Wright",4
"6689","Kyle Lowry","Norman Powell",4
"6690","Kyle Lowry","OG Anunoby",2
"6691","Kyle Lowry","CJ Miles",2
"6692","Kyle Lowry","Jodie Meeks",1
"6693","Kyle Lowry","Greg Monroe",1
"6694","Kyle Lowry","Malcolm Miller",2
"6695","Kyle Lowry","Chris Boucher",1
"6696","Kyle Lowry","Jordan Loyd",1
"6697","Kyle Lowry","Lorenzo Brown",2
"6698","Kyle Lowry","Malachi Richardson",1
"6699","Kyle Lowry","DeMar DeRozan",6
"6700","Kyle Lowry","Jakob Poeltl",2
"6701","Kyle Lowry","Alfonzo McKinnie",1
"6702","Kyle Lowry","Patrick Patterson",5
"6703","Kyle Lowry","Amir Johnson",3
"6704","Kyle Lowry","Rudy Gay",4
"6705","Kyle Lowry","Quincy Acy",1
"6706","Kyle Lowry","Trevor Ariza",1
"6707","Kyle Lowry","Pau Gasol",2
"6708","Fred VanVleet","Danny Green",1
"6709","Fred VanVleet","Delon Wright",3
"6710","Fred VanVleet","Norman Powell",3
"6711","Fred VanVleet","OG Anunoby",2
"6712","Fred VanVleet","CJ Miles",2
"6713","Fred VanVleet","Jodie Meeks",1
"6714","Fred VanVleet","Greg Monroe",1
"6715","Fred VanVleet","Malcolm Miller",2
"6716","Fred VanVleet","Chris Boucher",1
"6717","Fred VanVleet","Jordan Loyd",1
"6718","Fred VanVleet","Lorenzo Brown",2
"6719","Fred VanVleet","Malachi Richardson",1
"6720","Fred VanVleet","DeMar DeRozan",2
"6721","Fred VanVleet","Jakob Poeltl",2
"6722","Fred VanVleet","Alfonzo McKinnie",1
"6723","Fred VanVleet","Patrick Patterson",1
"6724","Danny Green","Delon Wright",1
"6725","Danny Green","Norman Powell",1
"6726","Danny Green","OG Anunoby",1
"6727","Danny Green","CJ Miles",1
"6728","Danny Green","Jodie Meeks",1
"6729","Danny Green","Greg Monroe",1
"6730","Danny Green","Malcolm Miller",1
"6731","Danny Green","Chris Boucher",1
"6732","Danny Green","Jordan Loyd",1
"6733","Danny Green","Lorenzo Brown",1
"6734","Danny Green","Malachi Richardson",1
"6735","Danny Green","LaMarcus Aldridge",3
"6736","Danny Green","Rudy Gay",1
"6737","Danny Green","Bryn Forbes",2
"6738","Danny Green","Derrick White",1
"6739","Danny Green","Patty Mills",7
"6740","Danny Green","Davis Bertans",2
"6741","Danny Green","Pau Gasol",2
"6742","Danny Green","Marco Belinelli",2
"6743","Delon Wright","Norman Powell",4
"6744","Delon Wright","OG Anunoby",2
"6745","Delon Wright","CJ Miles",2
"6746","Delon Wright","Jodie Meeks",1
"6747","Delon Wright","Greg Monroe",1
"6748","Delon Wright","Malcolm Miller",2
"6749","Delon Wright","Chris Boucher",1
"6750","Delon Wright","Jordan Loyd",1
"6751","Delon Wright","Lorenzo Brown",2
"6752","Delon Wright","Malachi Richardson",1
"6753","Delon Wright","DeMar DeRozan",3
"6754","Delon Wright","Jakob Poeltl",2
"6755","Delon Wright","Alfonzo McKinnie",1
"6756","Delon Wright","Patrick Patterson",2
"6757","Norman Powell","OG Anunoby",2
"6758","Norman Powell","CJ Miles",2
"6759","Norman Powell","Jodie Meeks",1
"6760","Norman Powell","Greg Monroe",1
"6761","Norman Powell","Malcolm Miller",2
"6762","Norman Powell","Chris Boucher",1
"6763","Norman Powell","Jordan Loyd",1
"6764","Norman Powell","Lorenzo Brown",2
"6765","Norman Powell","Malachi Richardson",1
"6766","Norman Powell","DeMar DeRozan",3
"6767","Norman Powell","Jakob Poeltl",2
"6768","Norman Powell","Alfonzo McKinnie",1
"6769","Norman Powell","Patrick Patterson",2
"6770","OG Anunoby","CJ Miles",2
"6771","OG Anunoby","Jodie Meeks",1
"6772","OG Anunoby","Greg Monroe",1
"6773","OG Anunoby","Malcolm Miller",2
"6774","OG Anunoby","Chris Boucher",1
"6775","OG Anunoby","Jordan Loyd",1
"6776","OG Anunoby","Lorenzo Brown",2
"6777","OG Anunoby","Malachi Richardson",1
"6778","OG Anunoby","DeMar DeRozan",1
"6779","OG Anunoby","Jakob Poeltl",1
"6780","OG Anunoby","Alfonzo McKinnie",1
"6781","CJ Miles","Jodie Meeks",1
"6782","CJ Miles","Greg Monroe",1
"6783","CJ Miles","Malcolm Miller",2
"6784","CJ Miles","Chris Boucher",1
"6785","CJ Miles","Jordan Loyd",1
"6786","CJ Miles","Lorenzo Brown",2
"6787","CJ Miles","Malachi Richardson",1
"6788","CJ Miles","DeMar DeRozan",1
"6789","CJ Miles","Jakob Poeltl",1
"6790","CJ Miles","Alfonzo McKinnie",1
"6791","CJ Miles","Paul George",3
"6792","CJ Miles","Jeff Teague",1
"6793","CJ Miles","Ian Mahinmi",2
"6794","Jodie Meeks","Greg Monroe",2
"6795","Jodie Meeks","Malcolm Miller",1
"6796","Jodie Meeks","Chris Boucher",1
"6797","Jodie Meeks","Jordan Loyd",1
"6798","Jodie Meeks","Lorenzo Brown",1
"6799","Jodie Meeks","Malachi Richardson",1
"6800","Jodie Meeks","Bradley Beal",1
"6801","Jodie Meeks","John Wall",1
"6802","Jodie Meeks","Kelly Oubre Jr.",1
"6803","Jodie Meeks","Otto Porter Jr.",1
"6804","Jodie Meeks","Markieff Morris",1
"6805","Jodie Meeks","Tomas Satoransky",1
"6806","Jodie Meeks","Devin Robinson",1
"6807","Jodie Meeks","Ian Mahinmi",1
"6808","Jodie Meeks","Jason Smith",1
"6809","Jodie Meeks","Jeff Green",1
"6810","Jodie Meeks","Anthony Tolliver",1
"6811","Jodie Meeks","Jonas Jerebko",1
"6812","Jodie Meeks","Pau Gasol",2
"6813","Jodie Meeks","Dwight Howard",1
"6814","Jodie Meeks","Andre Iguodala",2
"6815","Jodie Meeks","Andrew Bogut",1
"6816","Greg Monroe","Malcolm Miller",1
"6817","Greg Monroe","Chris Boucher",1
"6818","Greg Monroe","Jordan Loyd",1
"6819","Greg Monroe","Lorenzo Brown",1
"6820","Greg Monroe","Malachi Richardson",1
"6821","Greg Monroe","Gary Payton II",2
"6822","Greg Monroe","Michael Carter-Williams",1
"6823","Greg Monroe","Jerryd Bayless",1
"6824","Greg Monroe","Jonas Jerebko",4
"6825","Greg Monroe","Brandon Knight",2
"6826","Malcolm Miller","Chris Boucher",1
"6827","Malcolm Miller","Jordan Loyd",1
"6828","Malcolm Miller","Lorenzo Brown",2
"6829","Malcolm Miller","Malachi Richardson",1
"6830","Malcolm Miller","DeMar DeRozan",1
"6831","Malcolm Miller","Jakob Poeltl",1
"6832","Malcolm Miller","Alfonzo McKinnie",1
"6833","Chris Boucher","Jordan Loyd",1
"6834","Chris Boucher","Lorenzo Brown",1
"6835","Chris Boucher","Malachi Richardson",1
"6836","Chris Boucher","Stephen Curry",1
"6837","Chris Boucher","Kevin Durant",1
"6838","Chris Boucher","Klay Thompson",1
"6839","Chris Boucher","Draymond Green",1
"6840","Chris Boucher","Quinn Cook",1
"6841","Chris Boucher","Kevon Looney",1
"6842","Chris Boucher","Andre Iguodala",1
"6843","Chris Boucher","Damian Jones",1
"6844","Chris Boucher","Shaun Livingston",1
"6845","Chris Boucher","Jordan Bell",1
"6846","Jordan Loyd","Lorenzo Brown",1
"6847","Jordan Loyd","Malachi Richardson",1
"6848","Lorenzo Brown","Malachi Richardson",1
"6849","Lorenzo Brown","DeMar DeRozan",1
"6850","Lorenzo Brown","Jakob Poeltl",1
"6851","Lorenzo Brown","Alfonzo McKinnie",1
"6852","Lorenzo Brown","PJ Tucker",1
"6853","Lorenzo Brown","Brandon Knight",1
"6854","Lorenzo Brown","Devin Booker",1
"6855","Lorenzo Brown","Tyson Chandler",1
"6856","Lorenzo Brown","Markieff Morris",1
"6857","Lorenzo Brown","Jordan McRae",1
"6858","Lorenzo Brown","Corey Brewer",1
"6859","Lorenzo Brown","Andrew Wiggins",1
"6860","Lorenzo Brown","Gorgui Dieng",1
"6861","Lorenzo Brown","Michael Carter-Williams",1
"6862","Malachi Richardson","Rudy Gay",1
"6863","Malachi Richardson","Anthony Tolliver",1
"6864","Malachi Richardson","DeMarcus Cousins",1
"6865","James Harden","Clint Capela",5
"6866","James Harden","Eric Gordon",3
"6867","James Harden","Chris Paul",2
"6868","James Harden","Carmelo Anthony",1
"6869","James Harden","Danuel House Jr.",1
"6870","James Harden","Gerald Green",2
"6871","James Harden","PJ Tucker",2
"6872","James Harden","Brandon Knight",1
"6873","James Harden","James Ennis III",1
"6874","James Harden","Michael Carter-Williams",1
"6875","James Harden","Marquese Chriss",1
"6876","James Harden","Nene",3
"6877","James Harden","Gary Clark",1
"6878","James Harden","Zhou Qi",2
"6879","James Harden","Isaiah Hartenstein",1
"6880","James Harden","Vincent Edwards",1
"6881","James Harden","Terrence Jones",5
"6882","James Harden","Chris Chiozza",1
"6883","James Harden","Demetrius Jackson",1
"6884","James Harden","Trevor Ariza",4
"6885","James Harden","Isaiah Canaan",3
"6886","James Harden","Ryan Anderson",2
"6887","James Harden","Corey Brewer",2
"6888","James Harden","Donatas Motiejunas",4
"6889","James Harden","Dwight Howard",3
"6890","James Harden","Troy Daniels",2
"6891","James Harden","Robert Covington",1
"6892","James Harden","Patrick Patterson",1
"6893","James Harden","Russell Westbrook",3
"6894","James Harden","Kevin Durant",3
"6895","James Harden","Jeff Green",2
"6896","James Harden","Shaun Livingston",1
"6897","Clint Capela","Eric Gordon",3
"6898","Clint Capela","Chris Paul",2
"6899","Clint Capela","Carmelo Anthony",1
"6900","Clint Capela","Danuel House Jr.",1
"6901","Clint Capela","Gerald Green",2
"6902","Clint Capela","PJ Tucker",2
"6903","Clint Capela","Brandon Knight",1
"6904","Clint Capela","James Ennis III",1
"6905","Clint Capela","Michael Carter-Williams",1
"6906","Clint Capela","Marquese Chriss",1
"6907","Clint Capela","Nene",3
"6908","Clint Capela","Gary Clark",1
"6909","Clint Capela","Zhou Qi",2
"6910","Clint Capela","Isaiah Hartenstein",1
"6911","Clint Capela","Vincent Edwards",1
"6912","Clint Capela","Terrence Jones",3
"6913","Clint Capela","Chris Chiozza",1
"6914","Clint Capela","Demetrius Jackson",1
"6915","Clint Capela","Trevor Ariza",4
"6916","Clint Capela","Isaiah Canaan",2
"6917","Clint Capela","Ryan Anderson",2
"6918","Clint Capela","Corey Brewer",2
"6919","Clint Capela","Donatas Motiejunas",2
"6920","Clint Capela","Dwight Howard",2
"6921","Clint Capela","Troy Daniels",1
"6922","Eric Gordon","Chris Paul",2
"6923","Eric Gordon","Carmelo Anthony",1
"6924","Eric Gordon","Danuel House Jr.",1
"6925","Eric Gordon","Gerald Green",2
"6926","Eric Gordon","PJ Tucker",2
"6927","Eric Gordon","Brandon Knight",1
"6928","Eric Gordon","James Ennis III",1
"6929","Eric Gordon","Michael Carter-Williams",1
"6930","Eric Gordon","Marquese Chriss",1
"6931","Eric Gordon","Nene",3
"6932","Eric Gordon","Gary Clark",1
"6933","Eric Gordon","Zhou Qi",2
"6934","Eric Gordon","Isaiah Hartenstein",1
"6935","Eric Gordon","Vincent Edwards",1
"6936","Eric Gordon","Terrence Jones",1
"6937","Eric Gordon","Chris Chiozza",1
"6938","Eric Gordon","Demetrius Jackson",1
"6939","Eric Gordon","Trevor Ariza",3
"6940","Eric Gordon","Isaiah Canaan",1
"6941","Eric Gordon","Ryan Anderson",6
"6942","Eric Gordon","Corey Brewer",1
"6943","Eric Gordon","Dante Cunningham",2
"6944","Eric Gordon","Jimmer Fredette",2
"6945","Eric Gordon","Austin Rivers",3
"6946","Eric Gordon","Jason Smith",3
"6947","Eric Gordon","Marco Belinelli",1
"6948","Chris Paul","Carmelo Anthony",1
"6949","Chris Paul","Danuel House Jr.",1
"6950","Chris Paul","Gerald Green",2
"6951","Chris Paul","PJ Tucker",2
"6952","Chris Paul","Brandon Knight",1
"6953","Chris Paul","James Ennis III",1
"6954","Chris Paul","Michael Carter-Williams",1
"6955","Chris Paul","Marquese Chriss",1
"6956","Chris Paul","Nene",2
"6957","Chris Paul","Gary Clark",1
"6958","Chris Paul","Zhou Qi",2
"6959","Chris Paul","Isaiah Hartenstein",1
"6960","Chris Paul","Vincent Edwards",1
"6961","Chris Paul","Terrence Jones",1
"6962","Chris Paul","Chris Chiozza",1
"6963","Chris Paul","Demetrius Jackson",1
"6964","Chris Paul","Trevor Ariza",2
"6965","Chris Paul","Isaiah Canaan",1
"6966","Chris Paul","Ryan Anderson",1
"6967","Chris Paul","JJ Redick",4
"6968","Chris Paul","Jamal Crawford",5
"6969","Chris Paul","Raymond Felton",1
"6970","Chris Paul","Austin Rivers",2
"6971","Chris Paul","Marco Belinelli",1
"6972","Chris Paul","Quincy Pondexter",1
"6973","Chris Paul","Jerryd Bayless",1
"6974","Chris Paul","Jason Smith",1
"6975","Chris Paul","Tyson Chandler",3
"6976","Carmelo Anthony","Danuel House Jr.",1
"6977","Carmelo Anthony","Gerald Green",1
"6978","Carmelo Anthony","PJ Tucker",1
"6979","Carmelo Anthony","Brandon Knight",1
"6980","Carmelo Anthony","James Ennis III",1
"6981","Carmelo Anthony","Michael Carter-Williams",1
"6982","Carmelo Anthony","Marquese Chriss",1
"6983","Carmelo Anthony","Nene",9
"6984","Carmelo Anthony","Gary Clark",1
"6985","Carmelo Anthony","Zhou Qi",1
"6986","Carmelo Anthony","Isaiah Hartenstein",1
"6987","Carmelo Anthony","Vincent Edwards",1
"6988","Carmelo Anthony","Terrence Jones",1
"6989","Carmelo Anthony","Chris Chiozza",1
"6990","Carmelo Anthony","Paul George",1
"6991","Carmelo Anthony","Russell Westbrook",1
"6992","Carmelo Anthony","Steven Adams",1
"6993","Carmelo Anthony","Jerami Grant",1
"6994","Carmelo Anthony","Terrance Ferguson",1
"6995","Carmelo Anthony","Alex Abrines",1
"6996","Carmelo Anthony","Raymond Felton",3
"6997","Carmelo Anthony","Patrick Patterson",1
"6998","Carmelo Anthony","Derrick Rose",1
"6999","Carmelo Anthony","Quincy Acy",1
"7000","Carmelo Anthony","Jason Smith",1
"7001","Carmelo Anthony","Tyson Chandler",3
"7002","Danuel House Jr.","Gerald Green",1
"7003","Danuel House Jr.","PJ Tucker",1
"7004","Danuel House Jr.","Brandon Knight",1
"7005","Danuel House Jr.","James Ennis III",1
"7006","Danuel House Jr.","Michael Carter-Williams",1
"7007","Danuel House Jr.","Marquese Chriss",1
"7008","Danuel House Jr.","Nene",1
"7009","Danuel House Jr.","Gary Clark",1
"7010","Danuel House Jr.","Zhou Qi",1
"7011","Danuel House Jr.","Isaiah Hartenstein",1
"7012","Danuel House Jr.","Vincent Edwards",1
"7013","Danuel House Jr.","Terrence Jones",1
"7014","Danuel House Jr.","Chris Chiozza",1
"7015","Gerald Green","PJ Tucker",4
"7016","Gerald Green","Brandon Knight",1
"7017","Gerald Green","James Ennis III",1
"7018","Gerald Green","Michael Carter-Williams",1
"7019","Gerald Green","Marquese Chriss",1
"7020","Gerald Green","Nene",2
"7021","Gerald Green","Gary Clark",1
"7022","Gerald Green","Zhou Qi",2
"7023","Gerald Green","Isaiah Hartenstein",1
"7024","Gerald Green","Vincent Edwards",1
"7025","Gerald Green","Terrence Jones",1
"7026","Gerald Green","Chris Chiozza",1
"7027","Gerald Green","Demetrius Jackson",2
"7028","Gerald Green","Trevor Ariza",1
"7029","Gerald Green","Isaiah Canaan",1
"7030","Gerald Green","Ryan Anderson",1
"7031","Gerald Green","Amir Johnson",1
"7032","Gerald Green","Jonas Jerebko",1
"7033","Gerald Green","Luol Deng",1
"7034","Gerald Green","Anthony Tolliver",1
"7035","Gerald Green","Markieff Morris",2
"7036","Gerald Green","Paul George",1
"7037","Gerald Green","Ian Mahinmi",1
"7038","Gerald Green","Corey Brewer",1
"7039","PJ Tucker","Brandon Knight",3
"7040","PJ Tucker","James Ennis III",1
"7041","PJ Tucker","Michael Carter-Williams",1
"7042","PJ Tucker","Marquese Chriss",2
"7043","PJ Tucker","Nene",2
"7044","PJ Tucker","Gary Clark",1
"7045","PJ Tucker","Zhou Qi",2
"7046","PJ Tucker","Isaiah Hartenstein",1
"7047","PJ Tucker","Vincent Edwards",1
"7048","PJ Tucker","Terrence Jones",1
"7049","PJ Tucker","Chris Chiozza",1
"7050","PJ Tucker","Demetrius Jackson",1
"7051","PJ Tucker","Trevor Ariza",1
"7052","PJ Tucker","Isaiah Canaan",1
"7053","PJ Tucker","Ryan Anderson",1
"7054","PJ Tucker","Devin Booker",2
"7055","PJ Tucker","Dragan Bender",1
"7056","PJ Tucker","Tyson Chandler",2
"7057","PJ Tucker","John Jenkins",1
"7058","PJ Tucker","Markieff Morris",4
"7059","PJ Tucker","Jordan McRae",1
"7060","PJ Tucker","Anthony Tolliver",1
"7061","Brandon Knight","James Ennis III",1
"7062","Brandon Knight","Michael Carter-Williams",1
"7063","Brandon Knight","Marquese Chriss",2
"7064","Brandon Knight","Nene",1
"7065","Brandon Knight","Gary Clark",1
"7066","Brandon Knight","Zhou Qi",1
"7067","Brandon Knight","Isaiah Hartenstein",1
"7068","Brandon Knight","Vincent Edwards",1
"7069","Brandon Knight","Terrence Jones",1
"7070","Brandon Knight","Chris Chiozza",1
"7071","Brandon Knight","Devin Booker",2
"7072","Brandon Knight","Dragan Bender",1
"7073","Brandon Knight","Tyson Chandler",2
"7074","Brandon Knight","John Jenkins",1
"7075","Brandon Knight","Markieff Morris",1
"7076","Brandon Knight","Jordan McRae",1
"7077","Brandon Knight","Jerryd Bayless",1
"7078","Brandon Knight","Jonas Jerebko",2
"7079","James Ennis III","Michael Carter-Williams",1
"7080","James Ennis III","Marquese Chriss",1
"7081","James Ennis III","Nene",1
"7082","James Ennis III","Gary Clark",1
"7083","James Ennis III","Zhou Qi",1
"7084","James Ennis III","Isaiah Hartenstein",1
"7085","James Ennis III","Vincent Edwards",1
"7086","James Ennis III","Terrence Jones",1
"7087","James Ennis III","Chris Chiozza",1
"7088","Michael Carter-Williams","Marquese Chriss",1
"7089","Michael Carter-Williams","Nene",1
"7090","Michael Carter-Williams","Gary Clark",1
"7091","Michael Carter-Williams","Zhou Qi",1
"7092","Michael Carter-Williams","Isaiah Hartenstein",1
"7093","Michael Carter-Williams","Vincent Edwards",1
"7094","Michael Carter-Williams","Terrence Jones",1
"7095","Michael Carter-Williams","Chris Chiozza",1
"7096","Michael Carter-Williams","Dwight Howard",1
"7097","Michael Carter-Williams","Isaiah Canaan",1
"7098","Michael Carter-Williams","Jimmy Butler",1
"7099","Michael Carter-Williams","Taj Gibson",1
"7100","Michael Carter-Williams","Jerryd Bayless",1
"7101","Michael Carter-Williams","Robert Covington",1
"7102","Michael Carter-Williams","Jerami Grant",1
"7103","Michael Carter-Williams","Nerlens Noel",1
"7104","Marquese Chriss","Nene",1
"7105","Marquese Chriss","Gary Clark",1
"7106","Marquese Chriss","Zhou Qi",1
"7107","Marquese Chriss","Isaiah Hartenstein",1
"7108","Marquese Chriss","Vincent Edwards",1
"7109","Marquese Chriss","Terrence Jones",1
"7110","Marquese Chriss","Chris Chiozza",1
"7111","Marquese Chriss","Devin Booker",2
"7112","Marquese Chriss","Josh Jackson",1
"7113","Marquese Chriss","Troy Daniels",1
"7114","Marquese Chriss","Dragan Bender",2
"7115","Marquese Chriss","Tyson Chandler",2
"7116","Marquese Chriss","John Jenkins",1
"7117","Nene","Gary Clark",1
"7118","Nene","Zhou Qi",2
"7119","Nene","Isaiah Hartenstein",1
"7120","Nene","Vincent Edwards",1
"7121","Nene","Terrence Jones",1
"7122","Nene","Chris Chiozza",1
"7123","Nene","Demetrius Jackson",1
"7124","Nene","Trevor Ariza",4
"7125","Nene","Isaiah Canaan",1
"7126","Nene","Ryan Anderson",2
"7127","Nene","Corey Brewer",2
"7128","Nene","Bradley Beal",4
"7129","Nene","John Wall",4
"7130","Nene","Shaun Livingston",1
"7131","Nene","Wilson Chandler",1
"7132","Gary Clark","Zhou Qi",1
"7133","Gary Clark","Isaiah Hartenstein",1
"7134","Gary Clark","Vincent Edwards",1
"7135","Gary Clark","Terrence Jones",1
"7136","Gary Clark","Chris Chiozza",1
"7137","Zhou Qi","Isaiah Hartenstein",1
"7138","Zhou Qi","Vincent Edwards",1
"7139","Zhou Qi","Terrence Jones",1
"7140","Zhou Qi","Chris Chiozza",1
"7141","Zhou Qi","Demetrius Jackson",1
"7142","Zhou Qi","Trevor Ariza",1
"7143","Zhou Qi","Isaiah Canaan",1
"7144","Zhou Qi","Ryan Anderson",1
"7145","Isaiah Hartenstein","Vincent Edwards",1
"7146","Isaiah Hartenstein","Terrence Jones",1
"7147","Isaiah Hartenstein","Chris Chiozza",1
"7148","Vincent Edwards","Terrence Jones",1
"7149","Vincent Edwards","Chris Chiozza",1
"7150","Terrence Jones","Chris Chiozza",1
"7151","Terrence Jones","Dante Cunningham",1
"7152","Terrence Jones","Donatas Motiejunas",5
"7153","Terrence Jones","Corey Brewer",1
"7154","Terrence Jones","Trevor Ariza",2
"7155","Terrence Jones","Dwight Howard",3
"7156","Terrence Jones","Troy Daniels",2
"7157","Terrence Jones","Isaiah Canaan",2
"7158","Terrence Jones","Robert Covington",1
"7159","Terrence Jones","Patrick Patterson",1
"7160","Joel Embiid","JJ Redick",2
"7161","Joel Embiid","Ben Simmons",2
"7162","Joel Embiid","Robert Covington",3
"7163","Joel Embiid","Dario Saric",3
"7164","Joel Embiid","Landry Shamet",1
"7165","Joel Embiid","Markelle Fultz",2
"7166","Joel Embiid","Mike Muscala",1
"7167","Joel Embiid","Zhaire Smith",1
"7168","Joel Embiid","T.J. McConnell",2
"7169","Joel Embiid","Wilson Chandler",1
"7170","Joel Embiid","Furkan Korkmaz",2
"7171","Joel Embiid","Corey Brewer",1
"7172","Joel Embiid","Jonah Bolden",1
"7173","Joel Embiid","Shake Milton",1
"7174","Joel Embiid","Amir Johnson",2
"7175","Joel Embiid","Demetrius Jackson",1
"7176","Joel Embiid","Haywood Highsmith",1
"7177","Joel Embiid","Richaun Holmes",2
"7178","Joel Embiid","Timothe Luwawu-Cabarrot",1
"7179","Joel Embiid","Jerryd Bayless",2
"7180","Joel Embiid","Jerami Grant",1
"7181","Joel Embiid","Nerlens Noel",1
"7182","Joel Embiid","Chasson Randle",1
"7183","JJ Redick","Ben Simmons",2
"7184","JJ Redick","Robert Covington",2
"7185","JJ Redick","Dario Saric",2
"7186","JJ Redick","Landry Shamet",1
"7187","JJ Redick","Markelle Fultz",2
"7188","JJ Redick","Mike Muscala",1
"7189","JJ Redick","Zhaire Smith",1
"7190","JJ Redick","T.J. McConnell",2
"7191","JJ Redick","Wilson Chandler",1
"7192","JJ Redick","Furkan Korkmaz",2
"7193","JJ Redick","Corey Brewer",1
"7194","JJ Redick","Jonah Bolden",1
"7195","JJ Redick","Shake Milton",1
"7196","JJ Redick","Amir Johnson",2
"7197","JJ Redick","Demetrius Jackson",1
"7198","JJ Redick","Haywood Highsmith",1
"7199","JJ Redick","Richaun Holmes",1
"7200","JJ Redick","Timothe Luwawu-Cabarrot",1
"7201","JJ Redick","Jerryd Bayless",1
"7202","JJ Redick","Jamal Crawford",4
"7203","JJ Redick","Raymond Felton",1
"7204","JJ Redick","Austin Rivers",2
"7205","JJ Redick","Ryan Anderson",3
"7206","JJ Redick","Dwight Howard",6
"7207","JJ Redick","Trevor Ariza",2
"7208","Ben Simmons","Robert Covington",2
"7209","Ben Simmons","Dario Saric",2
"7210","Ben Simmons","Landry Shamet",1
"7211","Ben Simmons","Markelle Fultz",2
"7212","Ben Simmons","Mike Muscala",1
"7213","Ben Simmons","Zhaire Smith",1
"7214","Ben Simmons","T.J. McConnell",2
"7215","Ben Simmons","Wilson Chandler",1
"7216","Ben Simmons","Furkan Korkmaz",2
"7217","Ben Simmons","Corey Brewer",1
"7218","Ben Simmons","Jonah Bolden",1
"7219","Ben Simmons","Shake Milton",1
"7220","Ben Simmons","Amir Johnson",2
"7221","Ben Simmons","Demetrius Jackson",1
"7222","Ben Simmons","Haywood Highsmith",1
"7223","Ben Simmons","Richaun Holmes",1
"7224","Ben Simmons","Timothe Luwawu-Cabarrot",1
"7225","Ben Simmons","Jerryd Bayless",1
"7226","Robert Covington","Dario Saric",3
"7227","Robert Covington","Landry Shamet",1
"7228","Robert Covington","Markelle Fultz",2
"7229","Robert Covington","Mike Muscala",1
"7230","Robert Covington","Zhaire Smith",1
"7231","Robert Covington","T.J. McConnell",2
"7232","Robert Covington","Wilson Chandler",1
"7233","Robert Covington","Furkan Korkmaz",2
"7234","Robert Covington","Corey Brewer",1
"7235","Robert Covington","Jonah Bolden",1
"7236","Robert Covington","Shake Milton",1
"7237","Robert Covington","Amir Johnson",2
"7238","Robert Covington","Demetrius Jackson",1
"7239","Robert Covington","Haywood Highsmith",1
"7240","Robert Covington","Richaun Holmes",3
"7241","Robert Covington","Timothe Luwawu-Cabarrot",1
"7242","Robert Covington","Jerryd Bayless",2
"7243","Robert Covington","Jerami Grant",3
"7244","Robert Covington","Nerlens Noel",3
"7245","Robert Covington","Chasson Randle",1
"7246","Robert Covington","Isaiah Canaan",2
"7247","Robert Covington","Donatas Motiejunas",1
"7248","Robert Covington","Troy Daniels",1
"7249","Robert Covington","Dwight Howard",1
"7250","Dario Saric","Landry Shamet",1
"7251","Dario Saric","Markelle Fultz",2
"7252","Dario Saric","Mike Muscala",1
"7253","Dario Saric","Zhaire Smith",1
"7254","Dario Saric","T.J. McConnell",2
"7255","Dario Saric","Wilson Chandler",1
"7256","Dario Saric","Furkan Korkmaz",2
"7257","Dario Saric","Corey Brewer",1
"7258","Dario Saric","Jonah Bolden",1
"7259","Dario Saric","Shake Milton",1
"7260","Dario Saric","Amir Johnson",2
"7261","Dario Saric","Demetrius Jackson",1
"7262","Dario Saric","Haywood Highsmith",1
"7263","Dario Saric","Richaun Holmes",2
"7264","Dario Saric","Timothe Luwawu-Cabarrot",1
"7265","Dario Saric","Jerryd Bayless",2
"7266","Dario Saric","Jerami Grant",1
"7267","Dario Saric","Nerlens Noel",1
"7268","Dario Saric","Chasson Randle",1
"7269","Landry Shamet","Markelle Fultz",1
"7270","Landry Shamet","Mike Muscala",1
"7271","Landry Shamet","Zhaire Smith",1
"7272","Landry Shamet","T.J. McConnell",1
"7273","Landry Shamet","Wilson Chandler",1
"7274","Landry Shamet","Furkan Korkmaz",1
"7275","Landry Shamet","Corey Brewer",1
"7276","Landry Shamet","Jonah Bolden",1
"7277","Landry Shamet","Shake Milton",1
"7278","Landry Shamet","Amir Johnson",1
"7279","Landry Shamet","Demetrius Jackson",1
"7280","Landry Shamet","Haywood Highsmith",1
"7281","Markelle Fultz","Mike Muscala",1
"7282","Markelle Fultz","Zhaire Smith",1
"7283","Markelle Fultz","T.J. McConnell",2
"7284","Markelle Fultz","Wilson Chandler",1
"7285","Markelle Fultz","Furkan Korkmaz",2
"7286","Markelle Fultz","Corey Brewer",1
"7287","Markelle Fultz","Jonah Bolden",1
"7288","Markelle Fultz","Shake Milton",1
"7289","Markelle Fultz","Amir Johnson",2
"7290","Markelle Fultz","Demetrius Jackson",1
"7291","Markelle Fultz","Haywood Highsmith",1
